name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,NT1,NT3,NT2,NaP3,NaP2,NaP1
SAUSA300_RS01370,SAUSA300_RS01370,4977,4812.3,164.7,0.034,-4.9,5.9e-22,0.0e+00,0,0,4721,5167,4549,130,179,185
SAUSA300_RS08885,SAUSA300_RS08885,1887,1846,41,0.023,-5.5,1.3e-21,0.0e+00,0,0,1668,2182,1688,40,35,48
SAUSA300_RS05720,SAUSA300_RS05720,5769.7,5555.7,214,0.039,-4.7,6.8e-21,0.0e+00,0,0,6035,5500,5132,249,241,152
SAUSA300_RS01365,SAUSA300_RS01365,906.3,879,27.3,0.031,-5,5.2e-19,0.0e+00,0,0,752,1130,755,24,25,33
SAUSA300_RS13060,SAUSA300_RS13060,816,776.3,39.7,0.052,-4.3,5.9e-19,0.0e+00,0,0,730,812,787,34,35,50
SAUSA300_RS09360,SAUSA300_RS09360,346.3,334,12.3,0.037,-4.7,1.6e-17,0.0e+00,0,0,295,331,376,13,11,13
SAUSA300_RS12780,SAUSA300_RS12780,1620,199,1421,7.133,2.8,6.9e-17,0.0e+00,0,0,192,216,189,1335,1433,1495
SAUSA300_RS04085,SAUSA300_RS04085,2880.7,404.3,2476.3,6.12,2.6,7.4e-17,0.0e+00,0,0,387,429,397,2479,2584,2366
SAUSA300_RS03675,SAUSA300_RS03675,962.3,75,887.3,11.826,3.6,1.2e-16,0.0e+00,0,0,56,78,91,1070,783,809
SAUSA300_RS04395,SAUSA300_RS04395,372,351.7,20.3,0.059,-4.1,2.6e-16,0.0e+00,0,0,383,289,383,15,19,27
SAUSA300_RS09370,SAUSA300_RS09370,851,818,33,0.04,-4.6,2.6e-16,0.0e+00,0,0,835,572,1047,54,25,20
SAUSA300_RS04080,SAUSA300_RS04080,5325.7,834.7,4491,5.381,2.4,4.7e-16,0.0e+00,0,0,924,748,832,4327,5028,4118
SAUSA300_RS04075,SAUSA300_RS04075,2601.3,230.7,2370.7,10.252,3.4,4.7e-16,0.0e+00,0,0,259,133,300,2318,2479,2315
SAUSA300_RS00710,SAUSA300_RS00710,1907.7,1630.7,277,0.17,-2.6,4.9e-16,0.0e+00,0,0,1811,1462,1619,270,298,263
SAUSA300_RS07250,SAUSA300_RS07250,277.3,266.7,10.7,0.04,-4.6,1.2e-15,0.0e+00,0,0,236,319,245,5,16,11
SAUSA300_RS09365,SAUSA300_RS09365,276,263,13,0.05,-4.3,1.2e-15,0.0e+00,0,0,269,207,313,10,15,14
SAUSA300_RS05245,SAUSA300_RS05245,636,552.3,83.7,0.151,-2.7,2.2e-15,0.0e+00,0,0,506,566,585,87,80,84
SAUSA300_RS14395,SAUSA300_RS14395,678.3,590.3,88,0.149,-2.7,2.4e-15,0.0e+00,0,0,640,525,606,91,94,79
SAUSA300_RS10525,SAUSA300_RS10525,816,701.7,114.3,0.163,-2.6,3.6e-15,0.0e+00,0,0,788,686,631,122,104,117
SAUSA300_RS06650,SAUSA300_RS06650,402.7,367.3,35.3,0.097,-3.4,5.1e-15,0.0e+00,0,0,368,424,310,47,30,29
SAUSA300_RS04095,SAUSA300_RS04095,4654,866.3,3787.7,4.37,2.1,5.3e-15,0.0e+00,0,0,765,915,919,3676,4018,3669
SAUSA300_RS01155,SAUSA300_RS01155,3770.7,3067.7,703,0.229,-2.1,8.2e-15,0.0e+00,0,0,2785,3457,2961,733,717,659
SAUSA300_RS04090,SAUSA300_RS04090,2513,425.7,2087.3,4.903,2.3,1.0e-14,0.0e+00,0,0,363,493,421,1995,2341,1926
SAUSA300_RS02035,SAUSA300_RS02035,1001.7,842.7,159,0.189,-2.4,1.6e-14,0.0e+00,0,0,924,748,856,137,163,177
SAUSA300_RS13270,SAUSA300_RS13270,3081,2488.3,592.7,0.238,-2.1,3.1e-14,0.0e+00,0,0,2607,2332,2526,548,692,538
SAUSA300_RS06655,SAUSA300_RS06655,221.7,207,14.7,0.071,-3.8,3.5e-14,0.0e+00,0,0,212,227,182,21,11,12
SAUSA300_RS06645,SAUSA300_RS06645,313.3,285.3,28,0.099,-3.3,6.2e-14,0.0e+00,0,0,275,356,225,37,22,25
SAUSA300_RS02700,SAUSA300_RS02700,210.7,193.3,17.3,0.091,-3.5,9.8e-14,0.0e+00,0,0,166,207,207,21,14,17
SAUSA300_RS01160,SAUSA300_RS01160,2327.7,1863,464.7,0.249,-2,1.7e-13,0.0e+00,0,0,1631,2216,1742,487,472,435
SAUSA300_RS06045,SAUSA300_RS06045,976,863,113,0.131,-2.9,1.8e-13,0.0e+00,0,0,1271,596,722,100,122,117
SAUSA300_RS02025,SAUSA300_RS02025,492,74.7,417.3,5.582,2.5,1.9e-13,0.0e+00,0,0,84,69,71,463,428,361
SAUSA300_RS10845,SAUSA300_RS10845,206,194.3,11.7,0.062,-4,2.1e-13,0.0e+00,0,0,172,252,159,10,7,18
SAUSA300_RS09610,SAUSA300_RS09610,99.7,98.3,1.3,0.013,-6.3,2.9e-13,0.0e+00,0,0,84,135,76,0,2,2
SAUSA300_RS00950,SAUSA300_RS00950,3708.7,2905,803.7,0.277,-1.9,5.1e-13,0.0e+00,0,0,2681,3432,2602,778,890,743
SAUSA300_RS03705,SAUSA300_RS03705,327,281,46,0.165,-2.6,5.2e-13,0.0e+00,0,0,265,322,256,41,42,55
SAUSA300_RS07245,SAUSA300_RS07245,129.3,123.3,6,0.05,-4.3,5.9e-13,0.0e+00,0,0,126,149,95,6,6,6
SAUSA300_RS02020,SAUSA300_RS02020,1756.3,379,1377.3,3.635,1.9,1.1e-12,0.0e+00,0,0,390,354,393,1546,1419,1167
SAUSA300_RS01010,SAUSA300_RS01010,423,352.7,70.3,0.199,-2.3,1.6e-12,0.0e+00,0,0,398,360,300,65,85,61
SAUSA300_RS05680,SAUSA300_RS05680,95,94.3,0.7,0.007,-7.1,1.8e-12,0.0e+00,0,0,99,55,129,0,2,0
SAUSA300_RS03005,SAUSA300_RS03005,326,281,45,0.16,-2.6,2.0e-12,0.0e+00,0,0,316,227,300,31,50,54
SAUSA300_RS07540,SAUSA300_RS07540,210.3,186.3,24,0.128,-3,2.8e-12,0.0e+00,0,0,165,236,158,27,23,22
SAUSA300_RS10945,SAUSA300_RS10945,6227,4647,1580,0.34,-1.6,3.2e-12,0.0e+00,0,0,4917,4490,4534,1442,1756,1542
SAUSA300_RS05240,SAUSA300_RS05240,831.3,691,140.3,0.204,-2.3,3.8e-12,0.0e+00,0,0,611,925,537,151,110,160
SAUSA300_RS09595,SAUSA300_RS09595,87.3,87.3,0,0.001,-9.4,4.8e-12,0.0e+00,0,0,74,120,68,0,0,0
SAUSA300_RS10935,SAUSA300_RS10935,10044.3,7499.3,2545,0.339,-1.6,5.2e-12,0.0e+00,0,0,6752,8702,7044,2380,2463,2792
SAUSA300_RS02705,SAUSA300_RS02705,152.3,139.7,12.7,0.091,-3.5,5.9e-12,0.0e+00,0,0,102,181,136,12,14,12
SAUSA300_RS04100,SAUSA300_RS04100,6126,1605.3,4520.7,2.816,1.5,6.6e-12,0.0e+00,0,0,1488,1681,1647,4332,4900,4330
SAUSA300_RS04615,SAUSA300_RS04615,391,74,317,4.262,2.1,6.9e-12,0.0e+00,0,0,75,68,79,312,330,309
SAUSA300_RS05225,SAUSA300_RS05225,330,272.3,57.7,0.213,-2.2,8.3e-12,0.0e+00,0,0,282,289,246,70,48,55
SAUSA300_RS03190,SAUSA300_RS03190,2108.7,1694.3,414.3,0.244,-2,9.5e-12,0.0e+00,0,0,1811,1189,2083,425,487,331
SAUSA300_RS10850,SAUSA300_RS10850,121.7,113,8.7,0.077,-3.7,9.6e-12,0.0e+00,0,0,115,104,120,12,11,3
SAUSA300_RS02805,SAUSA300_RS02805,291.3,248.7,42.7,0.171,-2.5,9.7e-12,0.0e+00,0,0,214,316,216,36,55,37
SAUSA300_RS00955,SAUSA300_RS00955,453,377.7,75.3,0.199,-2.3,1.2e-11,0.0e+00,0,0,328,514,291,69,84,73
SAUSA300_RS12065,SAUSA300_RS12065,443.7,362.3,81.3,0.225,-2.2,1.3e-11,0.0e+00,0,0,323,424,340,65,104,75
SAUSA300_RS07105,SAUSA300_RS07105,3784.7,2805.3,979.3,0.349,-1.5,1.5e-11,0.0e+00,0,0,2998,2496,2922,987,1069,882
SAUSA300_RS01755,SAUSA300_RS01755,270.3,227,43.3,0.192,-2.4,1.6e-11,0.0e+00,0,0,196,282,203,39,48,43
SAUSA300_RS13425,SAUSA300_RS13425,539.7,430,109.7,0.255,-2,2.0e-11,0.0e+00,0,0,490,330,470,105,105,119
SAUSA300_RS07545,SAUSA300_RS07545,220.3,189,31.3,0.167,-2.6,2.2e-11,0.0e+00,0,0,169,223,175,27,25,42
SAUSA300_RS15960,SAUSA300_RS15960,217,189,28,0.147,-2.8,2.2e-11,0.0e+00,0,0,191,133,243,25,26,33
SAUSA300_RS03670,SAUSA300_RS03670,147.3,12.7,134.7,10.455,3.4,2.4e-11,0.0e+00,0,0,10,12,16,172,118,114
SAUSA300_RS16125,SAUSA300_RS16125,6221,4720,1501,0.318,-1.7,2.6e-11,0.0e+00,0,0,4809,3613,5738,1632,1568,1303
SAUSA300_RS12745,SAUSA300_RS12745,71.3,1.3,70,40.671,5.3,3.2e-11,0.0e+00,0,0,0,2,2,55,76,79
SAUSA300_RS09515,SAUSA300_RS09515,2195.7,1654.7,541,0.327,-1.6,4.0e-11,0.0e+00,0,0,1946,1323,1695,548,583,492
SAUSA300_RS07100,SAUSA300_RS07100,1426.3,1053.7,372.7,0.354,-1.5,4.1e-11,0.0e+00,0,0,1001,1113,1047,354,379,385
SAUSA300_RS01945,SAUSA300_RS01945,936,729.3,206.7,0.284,-1.8,4.6e-11,0.0e+00,0,0,741,576,871,242,173,205
SAUSA300_RS03710,SAUSA300_RS03710,261.7,223,38.7,0.174,-2.5,5.0e-11,0.0e+00,0,0,167,310,192,40,38,38
SAUSA300_RS00800,SAUSA300_RS00800,900.7,679.7,221,0.325,-1.6,5.1e-11,0.0e+00,0,0,650,653,736,196,249,218
SAUSA300_RS09600,SAUSA300_RS09600,71.7,70.3,1.3,0.018,-5.8,5.6e-11,0.0e+00,0,0,48,112,51,2,0,2
SAUSA300_RS09605,SAUSA300_RS09605,70,69,1,0.018,-5.8,5.6e-11,0.0e+00,0,0,56,84,67,3,0,0
SAUSA300_RS09615,SAUSA300_RS09615,77.3,76.3,1,0.017,-5.9,6.4e-11,0.0e+00,0,0,46,101,82,0,0,3
SAUSA300_RS02575,SAUSA300_RS02575,380.7,308.7,72,0.233,-2.1,7.1e-11,0.0e+00,0,0,334,228,364,80,58,78
SAUSA300_RS06255,SAUSA300_RS06255,145.7,17,128.7,7.639,2.9,8.2e-11,0.0e+00,0,0,18,22,11,116,140,130
SAUSA300_RS00995,SAUSA300_RS00995,310,248.3,61.7,0.248,-2,8.7e-11,0.0e+00,0,0,265,257,223,50,72,63
SAUSA300_RS03715,SAUSA300_RS03715,124.3,108.7,15.7,0.146,-2.8,9.0e-11,0.0e+00,0,0,110,110,106,15,14,18
SAUSA300_RS12390,SAUSA300_RS12390,1507.3,1111,396.3,0.357,-1.5,9.6e-11,0.0e+00,0,0,1105,1095,1133,375,460,354
SAUSA300_RS01940,SAUSA300_RS01940,693,520.7,172.3,0.331,-1.6,9.6e-11,0.0e+00,0,0,494,554,514,156,180,181
SAUSA300_RS08955,SAUSA300_RS08955,450,91,359,3.938,2,1.2e-10,0.0e+00,0,0,93,105,75,436,353,288
SAUSA300_RS02810,SAUSA300_RS02810,150,128.3,21.7,0.17,-2.6,1.2e-10,0.0e+00,0,0,133,115,137,26,19,20
SAUSA300_RS10940,SAUSA300_RS10940,578.3,442.7,135.7,0.306,-1.7,1.7e-10,0.0e+00,0,0,369,514,445,121,133,153
SAUSA300_RS10105,SAUSA300_RS10105,294.7,54,240.7,4.461,2.2,1.8e-10,0.0e+00,0,0,58,68,36,254,209,259
SAUSA300_RS12080,SAUSA300_RS12080,328.3,258,70.3,0.272,-1.9,2.1e-10,0.0e+00,0,0,213,281,280,72,75,64
SAUSA300_RS05830,SAUSA300_RS05830,363.3,78.3,285,3.625,1.9,2.2e-10,0.0e+00,0,0,64,80,91,311,277,267
SAUSA300_RS10950,SAUSA300_RS10950,8208,5860,2348,0.401,-1.3,2.2e-10,0.0e+00,0,0,5258,6883,5439,2184,2328,2532
SAUSA300_RS04600,SAUSA300_RS04600,291,60.3,230.7,3.806,1.9,2.3e-10,0.0e+00,0,0,51,65,65,227,232,233
SAUSA300_RS13235,SAUSA300_RS13235,340,74,266,3.597,1.8,3.2e-10,0.0e+00,0,0,67,90,65,285,253,260
SAUSA300_RS00930,SAUSA300_RS00930,121,106.3,14.7,0.138,-2.9,3.8e-10,0.0e+00,0,0,137,82,100,13,18,13
SAUSA300_RS12075,SAUSA300_RS12075,167.7,142.3,25.3,0.18,-2.5,3.9e-10,0.0e+00,0,0,119,182,126,27,19,30
SAUSA300_RS09510,SAUSA300_RS09510,2609.7,1886.3,723.3,0.384,-1.4,4.4e-10,0.0e+00,0,0,1754,2119,1786,834,608,728
SAUSA300_RS12135,SAUSA300_RS12135,434.7,342,92.7,0.271,-1.9,5.0e-10,0.0e+00,0,0,375,262,389,100,110,68
SAUSA300_RS05235,SAUSA300_RS05235,150,128.3,21.7,0.173,-2.5,6.1e-10,0.0e+00,0,0,127,161,97,27,19,19
SAUSA300_RS01015,SAUSA300_RS01015,211,171.3,39.7,0.233,-2.1,6.8e-10,0.0e+00,0,0,194,182,138,46,34,39
SAUSA300_RS12115,SAUSA300_RS12115,191,157.7,33.3,0.213,-2.2,6.9e-10,0.0e+00,0,0,122,154,197,35,36,29
SAUSA300_RS08320,SAUSA300_RS08320,341,261,80,0.307,-1.7,7.3e-10,0.0e+00,0,0,288,258,237,70,82,88
SAUSA300_RS07365,SAUSA300_RS07365,1608.7,447,1161.7,2.596,1.4,7.6e-10,0.0e+00,0,0,460,366,515,1132,1209,1144
SAUSA300_RS01125,SAUSA300_RS01125,246,192.7,53.3,0.277,-1.9,8.8e-10,0.0e+00,0,0,172,200,206,50,52,58
SAUSA300_RS05220,SAUSA300_RS05220,183.7,152.3,31.3,0.204,-2.3,1.2e-09,0.0e+00,0,0,171,145,141,36,40,18
SAUSA300_RS07240,SAUSA300_RS07240,84,78,6,0.082,-3.6,1.4e-09,0.0e+00,0,0,69,55,110,10,5,3
SAUSA300_RS05230,SAUSA300_RS05230,152.7,128.7,24,0.188,-2.4,1.6e-09,0.0e+00,0,0,120,147,119,24,34,14
SAUSA300_RS12100,SAUSA300_RS12100,260.3,207.3,53,0.257,-2,1.7e-09,0.0e+00,0,0,208,228,186,59,66,34
SAUSA300_RS09775,SAUSA300_RS09775,98.7,11,87.7,7.779,3,2.0e-09,0.0e+00,0,0,10,7,16,100,89,74
SAUSA300_RS01120,SAUSA300_RS01120,261,204.3,56.7,0.277,-1.9,2.2e-09,0.0e+00,0,0,195,205,213,40,72,58
SAUSA300_RS09620,SAUSA300_RS09620,40.3,39.7,0.7,0.017,-5.8,2.2e-09,0.0e+00,0,0,31,48,40,2,0,0
SAUSA300_RS12015,SAUSA300_RS12015,465.3,343,122.3,0.357,-1.5,2.7e-09,0.0e+00,0,0,298,377,354,110,134,123
SAUSA300_RS06445,SAUSA300_RS06445,205,42.3,162.7,3.843,1.9,3.8e-09,0.0e+00,0,0,39,51,37,161,143,184
SAUSA300_RS13240,SAUSA300_RS13240,119,19.7,99.3,5.07,2.3,4.2e-09,0.0e+00,0,0,22,18,19,103,95,100
SAUSA300_RS09355,SAUSA300_RS09355,62,58.7,3.3,0.055,-4.2,4.5e-09,0.0e+00,0,0,52,36,88,1,4,5
SAUSA300_RS08910,SAUSA300_RS08910,341.7,252.3,89.3,0.355,-1.5,5.6e-09,0.0e+00,0,0,276,233,248,94,85,89
SAUSA300_RS12120,SAUSA300_RS12120,256.3,197.7,58.7,0.296,-1.8,5.7e-09,0.0e+00,0,0,217,165,211,60,70,46
SAUSA300_RS12090,SAUSA300_RS12090,245,186.3,58.7,0.314,-1.7,7.6e-09,0.0e+00,0,0,180,198,181,64,64,48
SAUSA300_RS04560,SAUSA300_RS04560,439.3,317.7,121.7,0.383,-1.4,8.8e-09,0.0e+00,0,0,353,310,290,120,131,114
SAUSA300_RS12095,SAUSA300_RS12095,187.3,147.3,40,0.271,-1.9,9.0e-09,0.0e+00,0,0,144,159,139,50,41,29
SAUSA300_RS00075,SAUSA300_RS00075,399.7,97.3,302.3,3.112,1.6,1.0e-08,0.0e+00,0,0,138,80,74,283,315,309
SAUSA300_RS01115,SAUSA300_RS01115,320.3,234.3,86,0.368,-1.4,1.2e-08,0.0e+00,0,0,242,224,237,88,81,89
SAUSA300_RS14350,SAUSA300_RS14350,155.3,30.3,125,4.118,2,1.3e-08,0.0e+00,0,0,23,35,33,106,141,128
SAUSA300_RS07235,SAUSA300_RS07235,430,321.3,108.7,0.338,-1.6,1.4e-08,0.0e+00,0,0,383,308,273,103,141,82
SAUSA300_RS03575,SAUSA300_RS03575,177,139.3,37.7,0.27,-1.9,1.9e-08,0.0e+00,0,0,138,112,168,36,46,31
SAUSA300_RS11645,SAUSA300_RS11645,224,52,172,3.306,1.7,1.9e-08,0.0e+00,0,0,44,44,68,179,171,166
SAUSA300_RS03720,SAUSA300_RS03720,53,48.3,4.7,0.102,-3.3,2.2e-08,0.0e+00,0,0,48,39,58,3,4,7
SAUSA300_RS03775,SAUSA300_RS03775,674,197.3,476.7,2.415,1.3,2.5e-08,0.0e+00,0,0,186,238,168,501,481,448
SAUSA300_RS00085,SAUSA300_RS00085,362.7,102.7,260,2.533,1.3,3.0e-08,0.0e+00,0,0,104,102,102,263,255,262
SAUSA300_RS13765,SAUSA300_RS13765,103.3,95.3,8,0.085,-3.5,3.1e-08,0.0e+00,0,0,174,44,68,7,5,12
SAUSA300_RS12590,SAUSA300_RS12590,759.7,230.3,529.3,2.297,1.2,3.1e-08,0.0e+00,0,0,200,242,249,544,559,485
SAUSA300_RS06205,SAUSA300_RS06205,407.3,118.7,288.7,2.435,1.3,5.3e-08,1.0e-04,0,0,114,133,109,295,279,292
SAUSA300_RS00585,SAUSA300_RS00585,117.7,93.3,24.3,0.265,-1.9,5.8e-08,1.0e-04,0,0,92,90,98,22,28,23
SAUSA300_RS12070,SAUSA300_RS12070,130,106.7,23.3,0.218,-2.2,6.0e-08,1.0e-04,0,0,65,125,130,27,27,16
SAUSA300_RS12730,SAUSA300_RS12730,71,60.7,10.3,0.171,-2.5,8.3e-08,1.0e-04,0,0,65,47,70,10,14,7
SAUSA300_RS08950,SAUSA300_RS08950,618.3,191,427.3,2.239,1.2,9.0e-08,1.0e-04,0,0,192,217,164,431,415,436
SAUSA300_RS01025,SAUSA300_RS01025,76.7,67.7,9,0.137,-2.9,1.0e-07,1.0e-04,0,0,65,96,42,6,5,16
SAUSA300_RS13745,SAUSA300_RS13745,3468.7,2277.3,1191.3,0.523,-0.9,1.1e-07,1.0e-04,0,0,2300,2208,2324,1080,1272,1222
SAUSA300_RS01005,SAUSA300_RS01005,116.3,91,25.3,0.278,-1.8,1.3e-07,2.0e-04,0,0,97,85,91,21,28,27
SAUSA300_RS06710,SAUSA300_RS06710,642.7,459.7,183,0.399,-1.3,1.4e-07,2.0e-04,0,0,366,613,400,149,193,207
SAUSA300_RS01250,SAUSA300_RS01250,22655.3,14706,7949.3,0.541,-0.9,1.5e-07,2.0e-04,0,0,16023,12317,15778,7861,7960,8027
SAUSA300_RS01020,SAUSA300_RS01020,140.3,109.7,30.7,0.278,-1.8,1.5e-07,2.0e-04,0,0,87,135,107,26,41,25
SAUSA300_RS08260,SAUSA300_RS08260,1039.7,694.3,345.3,0.497,-1,1.8e-07,2.0e-04,0,0,661,756,666,362,341,333
SAUSA300_RS00670,SAUSA300_RS00670,1251.7,409.7,842,2.055,1,1.8e-07,2.0e-04,0,0,452,413,364,960,793,773
SAUSA300_RS00050,SAUSA300_RS00050,108,85.3,22.7,0.268,-1.9,1.9e-07,2.0e-04,0,0,70,87,99,26,19,23
SAUSA300_RS12060,SAUSA300_RS12060,190.3,147,43.3,0.296,-1.8,2.3e-07,3.0e-04,0,0,99,202,140,48,49,33
SAUSA300_RS12145,SAUSA300_RS12145,229.3,166,63.3,0.383,-1.4,2.3e-07,3.0e-04,0,0,189,156,153,65,58,67
SAUSA300_RS12750,SAUSA300_RS12750,32,0,32,259.131,8,2.6e-07,3.0e-04,0,0,0,0,0,29,19,48
SAUSA300_RS11565,SAUSA300_RS11565,84.3,14,70.3,5.164,2.4,2.7e-07,3.0e-04,0,0,15,15,12,51,95,65
SAUSA300_RS13750,SAUSA300_RS13750,1797.7,1180.3,617.3,0.523,-0.9,2.9e-07,3.0e-04,0,0,1254,1136,1151,568,611,673
SAUSA300_RS13230,SAUSA300_RS13230,235.7,61.3,174.3,2.846,1.5,3.1e-07,4.0e-04,0,0,50,84,50,184,148,191
SAUSA300_RS00960,SAUSA300_RS00960,234.7,64.3,170.3,2.638,1.4,4.0e-07,5.0e-04,0,0,76,47,70,173,166,172
SAUSA300_RS09080,SAUSA300_RS09080,538,162,376,2.323,1.2,4.1e-07,5.0e-04,0,0,138,215,133,328,402,398
SAUSA300_RS11930,SAUSA300_RS11930,2963.3,2028.7,934.7,0.461,-1.1,4.5e-07,5.0e-04,0,0,2343,1352,2391,971,1024,809
SAUSA300_RS01215,SAUSA300_RS01215,335.7,94,241.7,2.573,1.4,5.1e-07,6.0e-04,0,0,97,96,89,247,307,171
SAUSA300_RS14075,SAUSA300_RS14075,160.7,120,40.7,0.341,-1.6,5.2e-07,6.0e-04,0,0,110,126,124,51,30,41
SAUSA300_RS12020,SAUSA300_RS12020,1052,719.3,332.7,0.463,-1.1,5.6e-07,7.0e-04,0,0,531,918,709,370,314,314
SAUSA300_RS12845,SAUSA300_RS12845,792,538.7,253.3,0.47,-1.1,6.0e-07,7.0e-04,0,0,468,514,634,200,269,291
SAUSA300_RS00925,SAUSA300_RS00925,74.7,61.3,13.3,0.221,-2.2,6.9e-07,8.0e-04,0,0,59,55,70,11,21,8
SAUSA300_RS10540,SAUSA300_RS10540,379,259.7,119.3,0.46,-1.1,7.9e-07,9.0e-04,0,0,280,255,244,102,137,119
SAUSA300_RS10450,SAUSA300_RS10450,307,92,215,2.34,1.2,8.4e-07,1.0e-03,0,0,114,80,82,218,231,196
SAUSA300_RS02725,SAUSA300_RS02725,171.7,43,128.7,3.002,1.6,8.7e-07,1.0e-03,0,0,56,32,41,154,102,130
SAUSA300_RS13855,SAUSA300_RS13855,515.7,354.7,161,0.454,-1.1,8.8e-07,1.0e-03,0,0,386,354,324,154,206,123
SAUSA300_RS09170,SAUSA300_RS09170,487,150.3,336.7,2.243,1.2,1.2e-06,1.4e-03,0,0,145,170,136,327,258,425
SAUSA300_RS07430,SAUSA300_RS07430,5055.3,3441,1614.3,0.469,-1.1,1.3e-06,1.5e-03,0,0,4076,2108,4139,1547,1784,1512
SAUSA300_RS04595,SAUSA300_RS04595,100.7,18.7,82,4.331,2.1,1.3e-06,1.5e-03,0,0,13,34,9,99,83,64
SAUSA300_RS12130,SAUSA300_RS12130,114.3,90,24.3,0.272,-1.9,1.3e-06,1.5e-03,0,0,62,99,109,33,27,13
SAUSA300_RS12585,SAUSA300_RS12585,785.3,270.3,515,1.903,0.9,1.3e-06,1.5e-03,0,0,272,287,252,538,518,489
SAUSA300_RS12110,SAUSA300_RS12110,92.3,71.3,21,0.294,-1.8,1.6e-06,1.8e-03,0,0,75,65,74,17,18,28
SAUSA300_RS13655,SAUSA300_RS13655,60,10.3,49.7,4.763,2.3,1.6e-06,1.8e-03,0,0,7,10,14,53,53,43
SAUSA300_RS09800,SAUSA300_RS09800,405,274.3,130.7,0.476,-1.1,1.6e-06,1.9e-03,0,0,303,269,251,154,114,124
SAUSA300_RS04605,SAUSA300_RS04605,92.3,18.7,73.7,3.912,2,1.8e-06,2.1e-03,0,0,11,13,32,76,76,69
SAUSA300_RS12880,SAUSA300_RS12880,371,259,112,0.432,-1.2,1.9e-06,2.3e-03,0,0,286,223,268,85,154,97
SAUSA300_RS04655,SAUSA300_RS04655,36.7,32.3,4.3,0.145,-2.8,2.1e-06,2.5e-03,0,0,29,34,34,3,7,3
SAUSA300_RS08395,SAUSA300_RS08395,662,230.3,431.7,1.872,0.9,2.4e-06,2.8e-03,0,0,238,225,228,439,433,423
SAUSA300_RS11220,SAUSA300_RS11220,102.7,20,82.7,4.095,2,2.6e-06,3.0e-03,0,0,31,17,12,64,118,66
SAUSA300_RS06850,SAUSA300_RS06850,66.3,13,53.3,4.035,2,2.8e-06,3.3e-03,0,0,13,17,9,52,51,57
SAUSA300_RS05805,SAUSA300_RS05805,155,41.3,113.7,2.744,1.5,2.9e-06,3.4e-03,0,0,46,34,44,130,87,124
SAUSA300_RS13570,SAUSA300_RS13570,227,162.7,64.3,0.395,-1.3,3.0e-06,3.5e-03,0,0,136,162,190,51,90,52
SAUSA300_RS08400,SAUSA300_RS08400,170.3,46.3,124,2.668,1.4,3.0e-06,3.5e-03,0,0,33,50,56,136,133,103
SAUSA300_RS13420,SAUSA300_RS13420,38.7,34.3,4.3,0.129,-3,3.0e-06,3.5e-03,0,0,28,22,53,3,4,6
SAUSA300_RS03250,SAUSA300_RS03250,1132.7,750.7,382,0.509,-1,3.1e-06,3.5e-03,0,0,832,592,828,322,469,355
SAUSA300_RS02795,SAUSA300_RS02795,526.7,358.7,168,0.469,-1.1,3.5e-06,4.0e-03,0,0,467,255,354,151,174,179
SAUSA300_RS01630,SAUSA300_RS01630,96,20.7,75.3,3.605,1.9,3.5e-06,4.1e-03,0,0,31,17,14,67,95,64
SAUSA300_RS02280,SAUSA300_RS02280,147.3,41,106.3,2.588,1.4,3.6e-06,4.2e-03,0,0,47,36,40,100,113,106
SAUSA300_RS12125,SAUSA300_RS12125,124,94,30,0.315,-1.7,3.6e-06,4.2e-03,0,0,116,67,99,33,39,18
SAUSA300_RS14175,SAUSA300_RS14175,134,99.3,34.7,0.349,-1.5,3.7e-06,4.2e-03,0,0,110,79,109,26,31,47
SAUSA300_RS02040,SAUSA300_RS02040,66.3,52.3,14,0.27,-1.9,3.9e-06,4.5e-03,0,0,42,55,60,14,15,13
SAUSA300_RS10475,SAUSA300_RS10475,30.3,3,27.3,8.242,3,4.3e-06,5.0e-03,0,0,2,2,5,30,27,25
SAUSA300_RS07915,SAUSA300_RS07915,197.3,59.3,138,2.333,1.2,4.6e-06,5.3e-03,0,0,61,68,49,134,141,139
SAUSA300_RS10340,SAUSA300_RS10340,34.7,30.7,4,0.136,-2.9,4.6e-06,5.3e-03,0,0,38,34,20,5,2,5
SAUSA300_RS05885,SAUSA300_RS05885,110,26.7,83.3,3.111,1.6,4.6e-06,5.3e-03,0,0,36,24,20,93,65,92
SAUSA300_RS12160,SAUSA300_RS12160,78.3,17.3,61,3.548,1.8,4.8e-06,5.5e-03,0,0,17,17,18,65,47,71
SAUSA300_RS09090,SAUSA300_RS09090,163.7,118,45.7,0.389,-1.4,5.0e-06,5.8e-03,0,0,97,114,143,34,55,48
SAUSA300_RS10470,SAUSA300_RS10470,37,4,33,8.097,3,5.2e-06,6.0e-03,0,0,0,7,5,35,27,37
SAUSA300_RS02870,SAUSA300_RS02870,62.3,49.3,13,0.257,-2,5.3e-06,6.1e-03,0,0,44,48,56,9,18,12
SAUSA300_RS12085,SAUSA300_RS12085,63.3,50.7,12.7,0.256,-2,6.3e-06,7.2e-03,0,0,52,59,41,19,11,8
SAUSA300_RS04400,SAUSA300_RS04400,3083.3,1090.7,1992.7,1.827,0.9,6.5e-06,7.5e-03,0,0,1125,918,1229,2269,2209,1500
