name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,NT1,NT3,NT2,NaP3,NaP2,NaP1
SAUSA300_RS00505,SAUSA300_RS00505,36.7,27,9.7,0.367,-1.4,1.6e-03,1.0e+00,0.0056,2,28,27,26,10,12,7
SAUSA300_RS00045,SAUSA300_RS00045,126.3,81.3,45,0.557,-0.8,1.6e-03,1.0e+00,0.0056,2,79,73,92,46,49,40
SAUSA300_RS06275,SAUSA300_RS06275,91.3,30,61.3,2.02,1,1.6e-03,1.0e+00,0.0058,2,36,25,29,66,72,46
SAUSA300_RS14420,SAUSA300_RS14420,26.7,21,5.7,0.28,-1.8,1.6e-03,1.0e+00,0.0058,2,12,33,18,7,6,4
SAUSA300_RS06415,SAUSA300_RS06415,54.3,15.3,39,2.55,1.4,1.8e-03,1.0e+00,0.0062,2,15,22,9,51,24,42
SAUSA300_RS05620,SAUSA300_RS05620,131.3,43.3,88,2.019,1,1.8e-03,1.0e+00,0.0062,2,50,18,62,86,105,73
SAUSA300_RS13350,SAUSA300_RS13350,69.3,47,22.3,0.476,-1.1,1.8e-03,1.0e+00,0.0063,2,59,42,40,26,21,20
SAUSA300_RS13775,SAUSA300_RS13775,35.7,26.7,9,0.336,-1.6,1.8e-03,1.0e+00,0.0064,2,19,34,27,5,16,6
SAUSA300_RS03930,SAUSA300_RS03930,51.3,14.7,36.7,2.552,1.4,1.9e-03,1.0e+00,0.0066,3,15,17,12,29,27,54
SAUSA300_RS07050,SAUSA300_RS07050,38,10,28,2.815,1.5,1.9e-03,1.0e+00,0.0067,3,13,11,6,35,19,30
SAUSA300_RS13805,SAUSA300_RS13805,1693.3,980.7,712.7,0.727,-0.5,1.9e-03,1.0e+00,0.0067,3,990,987,965,702,739,697
SAUSA300_RS06285,SAUSA300_RS06285,29,6.3,22.7,3.536,1.8,2.0e-03,1.0e+00,0.0068,3,4,6,9,33,11,24
SAUSA300_RS10870,SAUSA300_RS10870,24.3,19.3,5,0.274,-1.9,2.0e-03,1.0e+00,0.0068,3,27,15,16,5,2,8
SAUSA300_RS14620,SAUSA300_RS14620,1160,465,695,1.497,0.6,2.1e-03,1.0e+00,0.0071,3,395,606,394,810,573,702
SAUSA300_RS06355,SAUSA300_RS06355,42,11.7,30.3,2.607,1.4,2.1e-03,1.0e+00,0.0072,3,7,16,12,23,36,32
SAUSA300_RS00915,SAUSA300_RS00915,45.3,33,12.3,0.375,-1.4,2.1e-03,1.0e+00,0.0073,3,23,27,49,20,9,8
SAUSA300_RS02105,SAUSA300_RS02105,42,10.7,31.3,2.879,1.5,2.2e-03,1.0e+00,0.0074,3,19,2,11,25,41,28
SAUSA300_RS12040,SAUSA300_RS12040,149,95.7,53.3,0.555,-0.8,2.2e-03,1.0e+00,0.0074,3,64,97,126,57,45,58
SAUSA300_RS08000,SAUSA300_RS08000,211.7,80.7,131,1.62,0.7,2.2e-03,1.0e+00,0.0074,3,92,79,71,122,146,125
SAUSA300_RS05215,SAUSA300_RS05215,21.3,17,4.3,0.262,-1.9,2.2e-03,1.0e+00,0.0075,3,18,15,18,8,2,3
SAUSA300_RS04590,SAUSA300_RS04590,59.3,18.7,40.7,2.159,1.1,2.3e-03,1.0e+00,0.0076,3,22,18,16,45,36,41
SAUSA300_RS11880,SAUSA300_RS11880,38,10.3,27.7,2.633,1.4,2.4e-03,1.0e+00,0.0079,3,10,12,9,27,34,22
SAUSA300_RS01110,SAUSA300_RS01110,151.3,95.7,55.7,0.581,-0.8,2.4e-03,1.0e+00,0.008,3,81,120,86,53,63,51
SAUSA300_RS04955,SAUSA300_RS04955,49.7,15,34.7,2.294,1.2,2.4e-03,1.0e+00,0.008,3,11,18,16,33,36,35
SAUSA300_RS07290,SAUSA300_RS07290,543.3,218.3,325,1.49,0.6,2.5e-03,1.0e+00,0.0082,3,242,216,197,319,262,394
SAUSA300_RS11620,SAUSA300_RS11620,548.7,327,221.7,0.679,-0.6,2.5e-03,1.0e+00,0.0082,3,401,272,308,223,232,210
SAUSA300_RS04860,SAUSA300_RS04860,58,18.3,39.7,2.206,1.1,2.5e-03,1.0e+00,0.0082,3,22,21,12,44,35,40
SAUSA300_RS06305,SAUSA300_RS06305,82,27.7,54.3,1.972,1,2.7e-03,1.0e+00,0.0088,4,29,27,27,69,49,45
SAUSA300_RS02395,SAUSA300_RS02395,664,391,273,0.699,-0.5,2.7e-03,1.0e+00,0.0089,4,427,353,393,276,241,302
SAUSA300_RS13205,SAUSA300_RS13205,73.7,24,49.7,2.073,1.1,2.8e-03,1.0e+00,0.0092,4,17,36,19,53,44,52
SAUSA300_RS15260,SAUSA300_RS15260,22,4.7,17.3,3.523,1.8,2.8e-03,1.0e+00,0.0092,4,7,2,5,17,18,17
SAUSA300_RS06165,SAUSA300_RS06165,635.7,374.7,261,0.697,-0.5,2.8e-03,1.0e+00,0.0093,4,370,371,383,222,256,305
SAUSA300_RS07885,SAUSA300_RS07885,19.3,3.3,16,4.276,2.1,2.8e-03,1.0e+00,0.0093,4,7,1,2,13,22,13
SAUSA300_RS10435,SAUSA300_RS10435,58,18,40,2.237,1.2,3.1e-03,1.0e+00,0.0101,4,13,29,12,42,34,44
SAUSA300_RS09240,SAUSA300_RS09240,231,89.7,141.3,1.575,0.7,3.2e-03,1.0e+00,0.0105,4,80,104,85,135,126,163
SAUSA300_RS11170,SAUSA300_RS11170,93.3,31.3,62,1.966,1,3.2e-03,1.0e+00,0.0105,4,41,24,29,83,46,57
SAUSA300_RS13585,SAUSA300_RS13585,17.3,2.7,14.7,5.047,2.3,3.4e-03,1.0e+00,0.0112,5,1,7,0,9,18,17
SAUSA300_RS11730,SAUSA300_RS11730,79.7,25.7,54,2.108,1.1,3.5e-03,1.0e+00,0.0112,5,22,15,40,68,56,38
SAUSA300_RS13170,SAUSA300_RS13170,162,103.3,58.7,0.571,-0.8,3.5e-03,1.0e+00,0.0113,5,82,131,97,82,51,43
SAUSA300_RS05345,SAUSA300_RS05345,69.7,23.3,46.3,1.999,1,3.5e-03,1.0e+00,0.0114,5,19,32,19,46,48,45
SAUSA300_RS11310,SAUSA300_RS11310,50,34.3,15.7,0.461,-1.1,3.6e-03,1.0e+00,0.0116,5,34,29,40,19,13,15
SAUSA300_RS13970,SAUSA300_RS13970,139,89,50,0.563,-0.8,3.6e-03,1.0e+00,0.0117,5,127,68,72,58,49,43
SAUSA300_RS08175,SAUSA300_RS08175,14.7,2.3,12.3,5.048,2.3,3.7e-03,1.0e+00,0.0118,5,2,5,0,11,11,15
SAUSA300_RS01240,SAUSA300_RS01240,202.7,79,123.7,1.567,0.6,3.8e-03,1.0e+00,0.012,5,75,85,77,133,111,127
SAUSA300_RS08980,SAUSA300_RS08980,235.3,91.3,144,1.577,0.7,3.8e-03,1.0e+00,0.0122,5,97,87,90,180,135,117
SAUSA300_RS00030,SAUSA300_RS00030,115.7,41.7,74,1.76,0.8,3.8e-03,1.0e+00,0.0122,5,54,36,35,81,67,74
SAUSA300_RS14340,SAUSA300_RS14340,112.3,72.3,40,0.554,-0.9,4.0e-03,1.0e+00,0.0127,5,87,46,84,43,42,35
SAUSA300_RS10905,SAUSA300_RS10905,51.7,15.3,36.3,2.407,1.3,4.1e-03,1.0e+00,0.0128,5,27,5,14,28,43,38
SAUSA300_RS11370,SAUSA300_RS11370,292,175.7,116.3,0.661,-0.6,4.1e-03,1.0e+00,0.013,5,212,153,162,104,132,113
SAUSA300_RS15090,SAUSA300_RS15090,38.7,27.7,11,0.393,-1.3,4.1e-03,1.0e+00,0.013,5,21,19,43,8,13,12
SAUSA300_RS11965,SAUSA300_RS11965,73,47.7,25.3,0.522,-0.9,4.2e-03,1.0e+00,0.0133,6,42,41,60,26,27,23
SAUSA300_RS14055,SAUSA300_RS14055,56.7,38.3,18.3,0.488,-1,4.3e-03,1.0e+00,0.0134,6,36,40,39,21,21,13
SAUSA300_RS13155,SAUSA300_RS13155,155,59,96,1.618,0.7,4.3e-03,1.0e+00,0.0134,6,59,53,65,100,92,96
SAUSA300_RS01405,SAUSA300_RS01405,42.7,30,12.7,0.423,-1.2,4.3e-03,1.0e+00,0.0134,6,35,33,22,7,16,15
SAUSA300_RS03215,SAUSA300_RS03215,17.3,3,14.3,4.355,2.1,4.4e-03,1.0e+00,0.0137,6,7,0,2,14,16,13
SAUSA300_RS10335,SAUSA300_RS10335,55.7,37.3,18.3,0.495,-1,4.5e-03,1.0e+00,0.014,6,38,39,35,19,17,19
SAUSA300_RS07600,SAUSA300_RS07600,75.3,50,25.3,0.507,-1,4.5e-03,1.0e+00,0.014,6,68,32,50,29,25,22
SAUSA300_RS02775,SAUSA300_RS02775,96.7,34,62.7,1.825,0.9,4.6e-03,1.0e+00,0.0143,6,25,34,43,73,51,64
SAUSA300_RS02195,SAUSA300_RS02195,45,13.7,31.3,2.313,1.2,4.7e-03,1.0e+00,0.0145,6,15,7,19,27,39,28
SAUSA300_RS03945,SAUSA300_RS03945,55.3,37.3,18,0.483,-1.1,4.7e-03,1.0e+00,0.0146,6,36,32,44,21,12,21
SAUSA300_RS13180,SAUSA300_RS13180,20.3,4,16.3,3.932,2,5.0e-03,1.0e+00,0.0153,7,0,5,7,21,18,10
SAUSA300_RS09065,SAUSA300_RS09065,28,21.3,6.7,0.323,-1.6,5.0e-03,1.0e+00,0.0154,7,31,10,23,10,2,8
SAUSA300_RS11055,SAUSA300_RS11055,212,129.3,82.7,0.641,-0.6,5.0e-03,1.0e+00,0.0154,7,149,119,120,95,88,65
SAUSA300_RS07875,SAUSA300_RS07875,83.7,28.3,55.3,1.957,1,5.1e-03,1.0e+00,0.0154,7,39,12,34,60,51,55
SAUSA300_RS13650,SAUSA300_RS13650,49.3,15,34.3,2.241,1.2,5.1e-03,1.0e+00,0.0156,7,7,15,23,33,39,31
SAUSA300_RS06465,SAUSA300_RS06465,51.3,16,35.3,2.217,1.1,5.2e-03,1.0e+00,0.0157,7,15,10,23,46,30,30
SAUSA300_RS02070,SAUSA300_RS02070,208.3,127,81.3,0.642,-0.6,5.4e-03,1.0e+00,0.0162,7,133,97,151,82,75,87
SAUSA300_RS04545,SAUSA300_RS04545,229.7,89,140.7,1.58,0.7,5.4e-03,1.0e+00,0.0162,7,108,68,91,164,108,150
SAUSA300_RS02515,SAUSA300_RS02515,52,35.3,16.7,0.475,-1.1,5.5e-03,1.0e+00,0.0164,7,45,27,34,21,12,17
SAUSA300_RS08405,SAUSA300_RS08405,91.3,30.3,61,1.989,1,5.5e-03,1.0e+00,0.0165,7,22,18,51,68,72,43
SAUSA300_RS10855,SAUSA300_RS10855,193.3,118,75.3,0.639,-0.6,5.5e-03,1.0e+00,0.0166,7,111,129,114,79,58,89
SAUSA300_RS00310,SAUSA300_RS00310,49.3,33.7,15.7,0.467,-1.1,5.6e-03,1.0e+00,0.0167,7,42,30,29,17,20,10
SAUSA300_RS11995,SAUSA300_RS11995,36.7,10.7,26,2.402,1.3,5.6e-03,1.0e+00,0.0167,7,7,16,9,23,26,29
SAUSA300_RS04120,SAUSA300_RS04120,499.3,295,204.3,0.694,-0.5,5.8e-03,1.0e+00,0.0172,8,275,372,238,227,189,197
SAUSA300_RS05095,SAUSA300_RS05095,127.7,79.7,48,0.604,-0.7,5.8e-03,1.0e+00,0.0172,8,73,70,96,55,44,45
SAUSA300_RS07150,SAUSA300_RS07150,28,7,21,2.919,1.5,5.9e-03,1.0e+00,0.0174,8,7,7,7,10,30,23
SAUSA300_RS06100,SAUSA300_RS06100,34.3,9.7,24.7,2.554,1.4,5.9e-03,1.0e+00,0.0174,8,7,10,12,34,23,17
SAUSA300_RS08305,SAUSA300_RS08305,60,20,40,1.951,1,5.9e-03,1.0e+00,0.0174,8,18,19,23,37,42,41
SAUSA300_RS03695,SAUSA300_RS03695,85,55,30,0.546,-0.9,5.9e-03,1.0e+00,0.0174,8,45,70,50,31,23,36
SAUSA300_RS02820,SAUSA300_RS02820,569.3,333,236.3,0.71,-0.5,5.9e-03,1.0e+00,0.0174,8,286,320,393,268,218,223
SAUSA300_RS11705,SAUSA300_RS11705,81.3,28.7,52.7,1.828,0.9,6.1e-03,1.0e+00,0.0179,8,27,36,23,53,46,59
SAUSA300_RS09900,SAUSA300_RS09900,21.7,4.7,17,3.524,1.8,6.1e-03,1.0e+00,0.0179,8,5,0,9,22,14,15
SAUSA300_RS08390,SAUSA300_RS08390,67.7,23,44.7,1.927,0.9,6.2e-03,1.0e+00,0.018,8,24,23,22,33,55,46
SAUSA300_RS02250,SAUSA300_RS02250,30.3,8.3,22,2.608,1.4,6.2e-03,1.0e+00,0.018,8,5,11,9,27,19,20
SAUSA300_RS10140,SAUSA300_RS10140,205.7,80.7,125,1.548,0.6,6.3e-03,1.0e+00,0.0182,8,91,63,88,127,139,109
SAUSA300_RS09160,SAUSA300_RS09160,381.3,224.3,157,0.699,-0.5,6.3e-03,1.0e+00,0.0182,8,212,252,209,135,178,158
SAUSA300_RS03810,SAUSA300_RS03810,36,25.7,10.3,0.418,-1.3,6.4e-03,1.0e+00,0.0184,8,29,22,26,15,5,11
SAUSA300_RS07130,SAUSA300_RS07130,35.3,25.7,9.7,0.384,-1.4,6.4e-03,1.0e+00,0.0185,9,44,12,21,10,11,8
SAUSA300_RS05105,SAUSA300_RS05105,130,84.3,45.7,0.546,-0.9,6.5e-03,1.0e+00,0.0187,9,76,110,67,47,22,68
SAUSA300_RS12140,SAUSA300_RS12140,50,33.3,16.7,0.489,-1,6.6e-03,1.0e+00,0.019,9,35,30,35,21,16,13
SAUSA300_RS02055,SAUSA300_RS02055,580.3,339.7,240.7,0.709,-0.5,6.7e-03,1.0e+00,0.0191,9,328,301,390,221,293,208
SAUSA300_RS08145,SAUSA300_RS08145,46.3,14.7,31.7,2.185,1.1,6.8e-03,1.0e+00,0.0194,9,15,17,12,34,39,22
SAUSA300_RS12035,SAUSA300_RS12035,102.3,67,35.3,0.532,-0.9,6.9e-03,1.0e+00,0.0197,9,51,97,53,44,19,43
SAUSA300_RS06435,SAUSA300_RS06435,87,31.3,55.7,1.75,0.8,6.9e-03,1.0e+00,0.0197,9,31,35,28,58,55,54
SAUSA300_RS08010,SAUSA300_RS08010,59.3,19,40.3,2.101,1.1,6.9e-03,1.0e+00,0.0197,9,17,25,15,23,50,48
SAUSA300_RS04025,SAUSA300_RS04025,42.7,12.7,30,2.322,1.2,7.0e-03,1.0e+00,0.0199,9,13,10,15,17,40,33
SAUSA300_RS09020,SAUSA300_RS09020,408,239,169,0.708,-0.5,7.1e-03,1.0e+00,0.0201,9,206,253,258,186,171,150
SAUSA300_RS09550,SAUSA300_RS09550,60.7,19.3,41.3,2.145,1.1,7.2e-03,1.0e+00,0.0203,10,17,27,14,64,31,29
SAUSA300_RS04240,SAUSA300_RS04240,186.7,71,115.7,1.631,0.7,7.4e-03,1.0e+00,0.0207,10,85,39,89,103,125,119
SAUSA300_RS03900,SAUSA300_RS03900,24.3,6.3,18,2.836,1.5,7.4e-03,1.0e+00,0.0209,10,10,2,7,16,20,18
SAUSA300_RS13800,SAUSA300_RS13800,91.3,33.3,58,1.724,0.8,7.5e-03,1.0e+00,0.021,10,34,29,37,62,57,55
SAUSA300_RS05160,SAUSA300_RS05160,380.7,224.3,156.3,0.697,-0.5,7.5e-03,1.0e+00,0.021,10,222,229,222,158,190,121
SAUSA300_RS03395,SAUSA300_RS03395,67.7,44.3,23.3,0.525,-0.9,7.7e-03,1.0e+00,0.0216,10,35,44,54,21,17,32
SAUSA300_RS07445,SAUSA300_RS07445,828,354.3,473.7,1.337,0.4,7.8e-03,1.0e+00,0.0217,10,358,335,370,466,482,473
SAUSA300_RS12550,SAUSA300_RS12550,34.3,24.7,9.7,0.397,-1.3,7.9e-03,1.0e+00,0.0219,10,10,34,30,9,12,8
SAUSA300_RS05765,SAUSA300_RS05765,49.3,33.3,16,0.472,-1.1,8.0e-03,1.0e+00,0.0221,11,48,29,23,14,21,13
SAUSA300_RS01205,SAUSA300_RS01205,33.7,9.7,24,2.495,1.3,8.0e-03,1.0e+00,0.0221,11,12,10,7,15,34,23
SAUSA300_RS06025,SAUSA300_RS06025,43,13.3,29.7,2.181,1.1,8.0e-03,1.0e+00,0.0222,11,12,19,9,33,23,33
SAUSA300_RS05845,SAUSA300_RS05845,83,29,54,1.876,0.9,8.1e-03,1.0e+00,0.0224,11,22,33,32,46,77,39
SAUSA300_RS07435,SAUSA300_RS07435,162.7,101,61.7,0.611,-0.7,8.6e-03,1.0e+00,0.0237,11,67,130,106,47,76,62
SAUSA300_RS02400,SAUSA300_RS02400,278.7,165,113.7,0.686,-0.5,8.7e-03,1.0e+00,0.0239,12,140,156,199,100,116,125
SAUSA300_RS00170,SAUSA300_RS00170,173,66.7,106.3,1.587,0.7,8.8e-03,1.0e+00,0.0241,12,64,51,85,83,123,113
SAUSA300_RS11405,SAUSA300_RS11405,30.7,21.7,9,0.416,-1.3,9.5e-03,1.0e+00,0.026,13,27,19,19,7,13,7
SAUSA300_RS08060,SAUSA300_RS08060,44.7,13.3,31.3,2.29,1.2,9.6e-03,1.0e+00,0.0263,13,8,24,8,21,43,30
SAUSA300_RS02305,SAUSA300_RS02305,73.7,26.3,47.3,1.803,0.9,9.7e-03,1.0e+00,0.0264,13,24,21,34,40,54,48
SAUSA300_RS14415,SAUSA300_RS14415,118.7,73.3,45.3,0.618,-0.7,9.8e-03,1.0e+00,0.0265,13,62,68,90,43,50,43
SAUSA300_RS04125,SAUSA300_RS04125,74.7,49,25.7,0.53,-0.9,9.8e-03,1.0e+00,0.0265,13,50,70,27,21,28,28
SAUSA300_RS05635,SAUSA300_RS05635,51,16,35,2.129,1.1,9.8e-03,1.0e+00,0.0265,13,12,7,29,31,34,40
SAUSA300_RS09645,SAUSA300_RS09645,175.3,68,107.3,1.58,0.7,9.9e-03,1.0e+00,0.0268,13,71,90,43,96,115,111
SAUSA300_RS15740,SAUSA300_RS15740,629.7,381.3,248.3,0.653,-0.6,1.0e-02,1.0e+00,0.027,13,254,593,297,295,197,253
SAUSA300_RS14615,SAUSA300_RS14615,29.3,8.3,21,2.477,1.3,1.0e-02,1.0e+00,0.027,13,7,7,11,21,27,15
SAUSA300_RS12760,SAUSA300_RS12760,32.3,23,9.3,0.406,-1.3,1.0e-02,1.0e+00,0.0272,13,21,36,12,9,11,8
SAUSA300_RS12185,SAUSA300_RS12185,45.7,14.7,31,2.102,1.1,1.0e-02,1.0e+00,0.0279,14,13,22,9,35,23,35
SAUSA300_RS04625,SAUSA300_RS04625,53,18,35,1.94,1,1.0e-02,1.0e+00,0.0281,14,13,23,18,31,38,36
SAUSA300_RS11615,SAUSA300_RS11615,279.7,167.3,112.3,0.672,-0.6,1.1e-02,1.0e+00,0.0292,15,228,120,154,107,124,106
SAUSA300_RS09695,SAUSA300_RS09695,43.3,14,29.3,2.084,1.1,1.1e-02,1.0e+00,0.0293,15,12,12,18,35,31,22
SAUSA300_RS07295,SAUSA300_RS07295,605.7,257.7,348,1.35,0.4,1.1e-02,1.0e+00,0.0295,15,299,228,246,366,329,349
SAUSA300_RS07180,SAUSA300_RS07180,29.7,20.7,9,0.431,-1.2,1.1e-02,1.0e+00,0.0296,15,25,19,18,9,10,8
SAUSA300_RS01310,SAUSA300_RS01310,83.3,30,53.3,1.755,0.8,1.1e-02,1.0e+00,0.0296,15,36,19,35,63,50,47
SAUSA300_RS04260,SAUSA300_RS04260,52.7,17.7,35,2,1,1.1e-02,1.0e+00,0.0296,15,17,10,26,41,28,36
SAUSA300_RS11990,SAUSA300_RS11990,157.7,61.7,96,1.566,0.6,1.1e-02,1.0e+00,0.0296,15,62,69,54,118,72,98
SAUSA300_RS01870,SAUSA300_RS01870,47.3,14.7,32.7,2.199,1.1,1.1e-02,1.0e+00,0.0301,15,12,11,21,45,16,37
SAUSA300_RS05850,SAUSA300_RS05850,409.3,171.3,238,1.392,0.5,1.1e-02,1.0e+00,0.0301,15,178,193,143,225,215,274
SAUSA300_RS01990,SAUSA300_RS01990,1367.3,585,782.3,1.337,0.4,1.2e-02,1.0e+00,0.0307,16,634,469,652,840,847,660
SAUSA300_RS02060,SAUSA300_RS02060,33,23.3,9.7,0.417,-1.3,1.2e-02,1.0e+00,0.0311,16,35,19,16,4,15,10
SAUSA300_RS04800,SAUSA300_RS04800,245,98.7,146.3,1.487,0.6,1.2e-02,1.0e+00,0.0311,16,90,129,77,171,125,143
SAUSA300_RS08825,SAUSA300_RS08825,294.3,180,114.3,0.639,-0.6,1.2e-02,1.0e+00,0.0319,16,160,256,124,138,72,133
SAUSA300_RS00025,SAUSA300_RS00025,57.3,19.7,37.7,1.891,0.9,1.2e-02,1.0e+00,0.032,16,19,12,28,39,39,35
SAUSA300_RS10370,SAUSA300_RS10370,30.7,22,8.7,0.395,-1.3,1.2e-02,1.0e+00,0.0322,16,24,29,13,7,16,3
SAUSA300_RS13890,SAUSA300_RS13890,97.7,61,36.7,0.598,-0.7,1.2e-02,1.0e+00,0.0322,17,54,50,79,45,32,33
SAUSA300_RS13380,SAUSA300_RS13380,168,101.3,66.7,0.661,-0.6,1.2e-02,1.0e+00,0.0322,17,88,124,92,67,58,75
SAUSA300_RS12000,SAUSA300_RS12000,43,13.7,29.3,2.163,1.1,1.2e-02,1.0e+00,0.0322,17,5,16,20,23,28,37
SAUSA300_RS08345,SAUSA300_RS08345,25.7,7.3,18.3,2.525,1.3,1.3e-02,1.0e+00,0.0323,17,4,7,11,18,17,20
SAUSA300_RS10250,SAUSA300_RS10250,75.7,26.7,49,1.874,0.9,1.3e-02,1.0e+00,0.0326,17,22,32,26,71,28,48
SAUSA300_RS03935,SAUSA300_RS03935,17,4,13,3.165,1.7,1.3e-02,1.0e+00,0.0332,17,2,5,5,10,18,11
SAUSA300_RS13860,SAUSA300_RS13860,24.3,17.7,6.7,0.38,-1.4,1.3e-02,1.0e+00,0.0332,17,10,18,25,5,10,5
SAUSA300_RS04865,SAUSA300_RS04865,32,9.3,22.7,2.318,1.2,1.3e-02,1.0e+00,0.0332,17,6,7,15,26,24,18
SAUSA300_RS01705,SAUSA300_RS01705,5728,3191,2537,0.795,-0.3,1.3e-02,1.0e+00,0.0342,18,3443,3095,3035,2579,2594,2438
SAUSA300_RS13875,SAUSA300_RS13875,240.7,143.3,97.3,0.676,-0.6,1.4e-02,1.0e+00,0.0344,18,117,167,146,70,114,108
SAUSA300_RS03375,SAUSA300_RS03375,3526.7,1560.3,1966.3,1.26,0.3,1.4e-02,1.0e+00,0.0344,18,1564,1584,1533,2005,1938,1956
SAUSA300_RS04630,SAUSA300_RS04630,85.7,54.3,31.3,0.58,-0.8,1.4e-02,1.0e+00,0.0345,18,65,58,40,22,32,40
SAUSA300_RS09425,SAUSA300_RS09425,230.7,94,136.7,1.449,0.5,1.4e-02,1.0e+00,0.0345,18,111,80,91,144,147,119
SAUSA300_RS12475,SAUSA300_RS12475,2061.7,1163,898.7,0.773,-0.4,1.4e-02,1.0e+00,0.0354,19,1111,1366,1012,860,956,880
SAUSA300_RS04295,SAUSA300_RS04295,24.7,18,6.7,0.387,-1.4,1.4e-02,1.0e+00,0.036,19,21,10,23,3,7,10
SAUSA300_RS04670,SAUSA300_RS04670,280,164.7,115.3,0.702,-0.5,1.5e-02,1.0e+00,0.0367,19,186,182,126,125,101,120
SAUSA300_RS13280,SAUSA300_RS13280,129,48.7,80.3,1.643,0.7,1.5e-02,1.0e+00,0.0373,20,64,29,53,61,102,78
SAUSA300_RS00740,SAUSA300_RS00740,778.7,333.7,445,1.333,0.4,1.5e-02,1.0e+00,0.0374,20,282,407,312,448,412,475
SAUSA300_RS06270,SAUSA300_RS06270,37.7,12,25.7,2.139,1.1,1.5e-02,1.0e+00,0.0379,20,17,12,7,33,19,25
SAUSA300_RS10360,SAUSA300_RS10360,129.7,51,78.7,1.551,0.6,1.5e-02,1.0e+00,0.038,20,56,51,46,66,76,94
SAUSA300_RS14565,SAUSA300_RS14565,31.7,22.7,9,0.413,-1.3,1.5e-02,1.0e+00,0.0384,20,15,39,14,10,12,5
SAUSA300_RS02610,SAUSA300_RS02610,77.3,28.7,48.7,1.694,0.8,1.6e-02,1.0e+00,0.0393,21,29,22,35,48,54,44
SAUSA300_RS05985,SAUSA300_RS05985,35.7,11.7,24,2.066,1,1.6e-02,1.0e+00,0.0404,22,12,11,12,24,21,27
SAUSA300_RS08315,SAUSA300_RS08315,29,8.7,20.3,2.301,1.2,1.6e-02,1.0e+00,0.0408,22,7,7,12,24,23,14
SAUSA300_RS05640,SAUSA300_RS05640,1148.7,504,644.7,1.28,0.4,1.7e-02,1.0e+00,0.0427,23,507,530,475,640,633,661
SAUSA300_RS10365,SAUSA300_RS10365,121,47.3,73.7,1.556,0.6,1.7e-02,1.0e+00,0.0428,23,34,52,56,79,72,70
SAUSA300_RS02050,SAUSA300_RS02050,254,148,106,0.717,-0.5,1.7e-02,1.0e+00,0.0428,23,150,161,133,109,95,114
SAUSA300_RS01105,SAUSA300_RS01105,198.7,118.3,80.3,0.681,-0.6,1.7e-02,1.0e+00,0.0428,23,103,147,105,64,83,94
SAUSA300_RS13150,SAUSA300_RS13150,143.3,56.7,86.7,1.532,0.6,1.8e-02,1.0e+00,0.0432,23,61,38,71,89,86,85
SAUSA300_RS13550,SAUSA300_RS13550,76,47.3,28.7,0.604,-0.7,1.8e-02,1.0e+00,0.0433,23,46,52,44,31,24,31
SAUSA300_RS07385,SAUSA300_RS07385,88,55,33,0.603,-0.7,1.8e-02,1.0e+00,0.0433,23,39,73,53,36,30,33
SAUSA300_RS05605,SAUSA300_RS05605,28.3,8.7,19.7,2.234,1.2,1.8e-02,1.0e+00,0.0433,24,6,11,9,20,20,19
SAUSA300_RS04840,SAUSA300_RS04840,2627.3,1140.7,1486.7,1.303,0.4,1.8e-02,1.0e+00,0.0435,24,1227,876,1319,1586,1594,1280
SAUSA300_RS08310,SAUSA300_RS08310,68,24.7,43.3,1.77,0.8,1.8e-02,1.0e+00,0.0443,24,27,21,26,32,39,59
SAUSA300_RS07995,SAUSA300_RS07995,291.3,121.7,169.7,1.393,0.5,1.9e-02,1.0e+00,0.045,25,103,129,133,149,201,159
SAUSA300_RS15730,SAUSA300_RS15730,58.3,40.3,18,0.455,-1.1,1.9e-02,1.0e+00,0.0455,25,18,75,28,18,6,30
SAUSA300_RS01625,SAUSA300_RS01625,29,8.7,20.3,2.331,1.2,1.9e-02,1.0e+00,0.0459,25,5,5,16,17,19,25
SAUSA300_RS00325,SAUSA300_RS00325,30.3,20.7,9.7,0.472,-1.1,1.9e-02,1.0e+00,0.0459,25,23,17,22,10,9,10
SAUSA300_RS12675,SAUSA300_RS12675,77.7,29,48.7,1.691,0.8,1.9e-02,1.0e+00,0.0459,25,30,32,25,64,43,39
SAUSA300_RS02540,SAUSA300_RS02540,139,83.3,55.7,0.67,-0.6,1.9e-02,1.0e+00,0.0459,25,88,80,82,66,53,48
SAUSA300_RS12785,SAUSA300_RS12785,55.7,20,35.7,1.776,0.8,1.9e-02,1.0e+00,0.0459,25,17,22,21,36,39,32
SAUSA300_RS07475,SAUSA300_RS07475,35,11,24,2.143,1.1,1.9e-02,1.0e+00,0.0459,25,12,5,16,19,30,23
SAUSA300_RS02635,SAUSA300_RS02635,754.7,325.3,429.3,1.319,0.4,1.9e-02,1.0e+00,0.0462,26,298,275,403,439,438,411
SAUSA300_RS02760,SAUSA300_RS02760,143.7,57.3,86.3,1.499,0.6,2.0e-02,1.0e+00,0.047,26,64,58,50,102,83,74
SAUSA300_RS03475,SAUSA300_RS03475,36.7,12,24.7,2.068,1,2.0e-02,1.0e+00,0.0471,26,10,19,7,27,22,25
