name,gene,NT1,NT2,NT3,NaP1,NaP2,NaP3
ENSB:8KMsaa2x5fpVdGE,ENSB:8KMsaa2x5fpVdGE,36,48,40,14,20,10
ENSB:XOYfn8ALRCtLAiq,ENSB:XOYfn8ALRCtLAiq,98,83,70,148,104,71
ENSB:0HTvNuABeEcNDuN,ENSB:0HTvNuABeEcNDuN,56,62,34,100,77,124
ENSB:CV6NTzDq8JkVuqR,ENSB:CV6NTzDq8JkVuqR,4,2,2,4,2,4
ENSB:pWgMcqHbzDGGlW3,ENSB:pWgMcqHbzDGGlW3,4,5,4,4,0,4
ENSB:qcLdYP9md-6VTNW,ENSB:qcLdYP9md-6VTNW,0,0,0,0,0,0
ENSB:ALuuE7uWaE3WbvJ,ENSB:ALuuE7uWaE3WbvJ,2,0,0,0,0,0
ENSB:-kCxAKI5vs2Hlo2,ENSB:-kCxAKI5vs2Hlo2,0,0,0,3,0,2
ENSB:CD3uOTtrOag3Pib,ENSB:CD3uOTtrOag3Pib,0,0,0,2,0,0
ENSB:fJ_qdHm9nIsGaDu,ENSB:fJ_qdHm9nIsGaDu,8,16,14,12,10,4
ENSB:TFRHFC9GTAShRcO,ENSB:TFRHFC9GTAShRcO,12,8,18,12,10,6
ENSB:m0BhlWKusaL9KCM,ENSB:m0BhlWKusaL9KCM,18,10,36,8,24,30
ENSB:yRe-MJWHRBAnFT9,ENSB:yRe-MJWHRBAnFT9,14,4,10,16,8,16
ENSB:BBvJ6uujNhOlLRZ,ENSB:BBvJ6uujNhOlLRZ,26,42,44,80,74,56
ENSB:FNr2Sz2GRIUcC8Q,ENSB:FNr2Sz2GRIUcC8Q,22,14,12,14,30,33
ENSB:jlmMQa8PySxis1r,ENSB:jlmMQa8PySxis1r,7,6,8,14,12,11
ENSB:gKfO3FuwI7eUtg5,ENSB:gKfO3FuwI7eUtg5,4,2,0,9,12,6
ENSB:nEKB9I6at7sOPQ1,ENSB:nEKB9I6at7sOPQ1,30,14,14,24,23,25
ENSB:r0BZrDx3_8Xmbcb,ENSB:r0BZrDx3_8Xmbcb,64,65,62,100,102,89
ENSB:uo1nxFb9bp5bnBX,ENSB:uo1nxFb9bp5bnBX,122,102,109,153,216,178
ENSB:9MnOV4etnRsWHmH,ENSB:9MnOV4etnRsWHmH,4,4,4,2,0,0
ENSB:KwPr4U3c8oX1xEf,ENSB:KwPr4U3c8oX1xEf,17,4,6,48,56,46
ENSB:OvAQ-DIJYm_btMO,ENSB:OvAQ-DIJYm_btMO,6,0,0,0,2,2
ENSB:4liPjDC2URo-sK6,ENSB:4liPjDC2URo-sK6,8,4,8,2,2,4
ENSB:Hs3y6WKW8ukxNcd,ENSB:Hs3y6WKW8ukxNcd,0,0,0,0,0,2
ENSB:NnIuhsXFXt72kpn,ENSB:NnIuhsXFXt72kpn,0,2,0,0,0,0
ENSB:JeOB90RCiie9Nly,ENSB:JeOB90RCiie9Nly,261,257,187,64,57,36
ENSB:xSrweIJVJTFBZYn,ENSB:xSrweIJVJTFBZYn,26,35,32,36,26,38
ENSB:O_Ky5AmSqvLAODB,ENSB:O_Ky5AmSqvLAODB,4,5,2,6,2,0
ENSB:DsoKOIZgkKzp08p,ENSB:DsoKOIZgkKzp08p,1,1,1,4,0,2
ENSB:vZfROl6fmSF9Ubq,ENSB:vZfROl6fmSF9Ubq,2,4,2,4,2,3
ENSB:LoUYW5id9opxkvK,ENSB:LoUYW5id9opxkvK,38,26,22,66,61,37
ENSB:eL5I8D6cOV245ST,ENSB:eL5I8D6cOV245ST,4,3,7,6,2,6
ENSB:O11EfyThHOaF-vT,ENSB:O11EfyThHOaF-vT,8,6,9,8,6,19
ENSB:SXKbkN4FhvVe9iT,ENSB:SXKbkN4FhvVe9iT,4,9,12,6,10,6
ENSB:O7EOLEXXdw8JgsP,ENSB:O7EOLEXXdw8JgsP,160,151,154,142,169,167
ENSB:SGsTDdLSSOecIOB,ENSB:SGsTDdLSSOecIOB,94,92,122,94,128,132
ENSB:I7Rg-NT3wNlkttt,ENSB:I7Rg-NT3wNlkttt,5,6,0,2,2,17
ENSB:wg-U8R3pOunid6N,ENSB:wg-U8R3pOunid6N,77,103,69,98,135,112
ENSB:OH412oIZoymeUpd,ENSB:OH412oIZoymeUpd,68,63,79,90,94,90
ENSB:Zph2Fp-nzcsgXbE,ENSB:Zph2Fp-nzcsgXbE,12,4,0,12,4,10
ENSB:WQnJmCeQotUkqTm,ENSB:WQnJmCeQotUkqTm,8,4,6,4,10,12
ENSB:48sE2QA9eim9Yhg,ENSB:48sE2QA9eim9Yhg,2,0,0,0,0,2
ENSB:Nl-mCTM4gecf11h,ENSB:Nl-mCTM4gecf11h,2,4,0,4,0,0
ENSB:8VX_WTvgdilYkAR,ENSB:8VX_WTvgdilYkAR,0,0,0,0,0,0
ENSB:aUVDkK4Fw77m2CX,ENSB:aUVDkK4Fw77m2CX,0,0,0,0,0,0
ENSB:hoZCYy_c3bwm5ez,ENSB:hoZCYy_c3bwm5ez,0,0,0,0,0,0
ENSB:C5pP5UwL5yPpCxf,ENSB:C5pP5UwL5yPpCxf,0,0,0,2,0,0
ENSB:3tET9ZDnhwoi_B_,ENSB:3tET9ZDnhwoi_B_,0,0,0,0,0,0
ENSB:grZvKigxWfnmeCh,ENSB:grZvKigxWfnmeCh,0,0,0,0,0,0
ENSB:CfAKkf2NDI1gf4H,ENSB:CfAKkf2NDI1gf4H,0,0,0,0,0,4
ENSB:TJ1JeMyD-Ky4rYM,ENSB:TJ1JeMyD-Ky4rYM,0,0,0,0,0,0
ENSB:BCE09z-BkOi_2vo,ENSB:BCE09z-BkOi_2vo,0,0,0,0,0,0
ENSB:CkSOCM4pG1vMcre,ENSB:CkSOCM4pG1vMcre,0,0,0,2,2,0
ENSB:-aHriQpsvLmtX6p,ENSB:-aHriQpsvLmtX6p,0,0,0,0,0,0
ENSB:IcH84JqfAgVPNVT,ENSB:IcH84JqfAgVPNVT,1,0,0,0,0,0
ENSB:0tQjvPl_xlrYFfu,ENSB:0tQjvPl_xlrYFfu,10,19,16,21,15,22
ENSB:MmUxP5oE383a36G,ENSB:MmUxP5oE383a36G,24,26,16,28,29,40
ENSB:XxjLT22u-lrGg3v,ENSB:XxjLT22u-lrGg3v,0,2,0,2,0,0
ENSB:_Yuop0XB3hfGXDe,ENSB:_Yuop0XB3hfGXDe,26,7,20,22,22,23
ENSB:wC00WbSCVBOCbld,ENSB:wC00WbSCVBOCbld,0,3,1,9,6,6
ENSB:2G_IPzDx7nSPD4w,ENSB:2G_IPzDx7nSPD4w,1496,1783,981,396,551,495
ENSB:juspHsY6mjItcPU,ENSB:juspHsY6mjItcPU,0,0,0,0,0,0
ENSB:oUbOAq4Cf_Zgei7,ENSB:oUbOAq4Cf_Zgei7,0,0,0,0,0,2
ENSB:EUgtUKLi2KuByf_,ENSB:EUgtUKLi2KuByf_,8,8,10,12,13,7
ENSB:QJwQ-B3qZ2CSHHn,ENSB:QJwQ-B3qZ2CSHHn,0,0,0,0,0,0
ENSB:TaOhYFOnaun1gOc,ENSB:TaOhYFOnaun1gOc,6,2,0,16,18,16
ENSB:f3JRp1DzwwocJSB,ENSB:f3JRp1DzwwocJSB,4,0,0,8,4,4
ENSB:9XyjmYypM8FNwf1,ENSB:9XyjmYypM8FNwf1,6,8,5,16,7,17
ENSB:2oczMOqutSY-GyH,ENSB:2oczMOqutSY-GyH,11,4,21,23,18,18
ENSB:dhJbeFpTCBzmI37,ENSB:dhJbeFpTCBzmI37,1077,1157,686,651,813,856
ENSB:G5H7UxNY_vX7Vhi,ENSB:G5H7UxNY_vX7Vhi,20,8,18,26,32,32
ENSB:v7OmWOIZ6FmdiIT,ENSB:v7OmWOIZ6FmdiIT,64,68,76,106,52,50
ENSB:zwtxfrfsTdOqfvt,ENSB:zwtxfrfsTdOqfvt,687,709,488,424,531,375
ENSB:cmZ4YK-OEzkTzTw,ENSB:cmZ4YK-OEzkTzTw,0,2,4,2,8,0
ENSB:H6zF54y_ViARlCc,ENSB:H6zF54y_ViARlCc,0,0,0,0,0,0
ENSB:OGBd4UIaHK2K4hQ,ENSB:OGBd4UIaHK2K4hQ,0,0,0,0,0,0
ENSB:3Ya3atdFAQF6nCB,ENSB:3Ya3atdFAQF6nCB,0,0,0,0,0,0
ENSB:0sAIUGsJrrOIfAN,ENSB:0sAIUGsJrrOIfAN,0,0,0,0,0,0
ENSB:C09gEypEHpE5D91,ENSB:C09gEypEHpE5D91,0,0,0,0,0,0
ENSB:lWCUwOgOqymamMb,ENSB:lWCUwOgOqymamMb,0,0,0,0,3,0
ENSB:5vJBysfo-DDOMf4,ENSB:5vJBysfo-DDOMf4,0,2,4,6,4,0
ENSB:caKe4jeS8ZYsGI4,ENSB:caKe4jeS8ZYsGI4,0,0,0,0,3,0
ENSB:jKhNbSN4vzPsgPZ,ENSB:jKhNbSN4vzPsgPZ,0,2,0,0,0,0
ENSB:9blBg1fysJgSHNN,ENSB:9blBg1fysJgSHNN,0,2,2,3,2,0
ENSB:y0CQkjnLB-nhH9u,ENSB:y0CQkjnLB-nhH9u,50,68,102,146,143,115
ENSB:GeV_i2Pb6vvvzLJ,ENSB:GeV_i2Pb6vvvzLJ,67,47,59,90,79,62
ENSB:PvssVFkNBnaNQfB,ENSB:PvssVFkNBnaNQfB,52,44,82,98,71,82
ENSB:1Mm6THN61TPNJDQ,ENSB:1Mm6THN61TPNJDQ,8,10,10,16,12,16
ENSB:jLfBW_vcTGWDgt0,ENSB:jLfBW_vcTGWDgt0,42,32,45,60,48,50
ENSB:6OzZnYANHjx3P0h,ENSB:6OzZnYANHjx3P0h,0,0,4,4,4,0
ENSB:9DThjurNAt8x6ui,ENSB:9DThjurNAt8x6ui,0,0,0,2,8,12
ENSB:MRBhXLziY1MkPYU,ENSB:MRBhXLziY1MkPYU,36,28,26,33,48,48
ENSB:Zmrb9RYHHEW-hV8,ENSB:Zmrb9RYHHEW-hV8,14,12,10,42,34,46
ENSB:fBj3rH5uttOxLVl,ENSB:fBj3rH5uttOxLVl,6,2,5,21,17,10
ENSB:NkGm0PiLNAFk1qu,ENSB:NkGm0PiLNAFk1qu,8,8,23,38,34,23
ENSB:8nK_TKipi2uKxPm,ENSB:8nK_TKipi2uKxPm,0,4,3,10,7,5
ENSB:O4GgqPR2hvfnDK9,ENSB:O4GgqPR2hvfnDK9,2,2,2,4,2,6
ENSB:h0I6Yb5JOri3UaQ,ENSB:h0I6Yb5JOri3UaQ,1292,1312,1307,2340,2194,2336
ENSB:T5tQmJIvApe_XWf,ENSB:T5tQmJIvApe_XWf,42,42,38,120,92,114
ENSB:aPS2ZMt1PPGn6n8,ENSB:aPS2ZMt1PPGn6n8,12,12,22,24,18,14
ENSB:VP5cLEL7y3G2ORd,ENSB:VP5cLEL7y3G2ORd,29,46,36,38,19,24
ENSB:hsDzOLUPE0PE94g,ENSB:hsDzOLUPE0PE94g,10,6,10,13,10,7
ENSB:DQOXsqyOrDhxNaw,ENSB:DQOXsqyOrDhxNaw,14,10,20,14,18,10
ENSB:5nDVkYH8j5uR7jg,ENSB:5nDVkYH8j5uR7jg,46,22,34,64,68,75
ENSB:neYkTxOV-EYRBwz,ENSB:neYkTxOV-EYRBwz,12,6,7,27,17,14
ENSB:bv2jJaUoWEj2vfl,ENSB:bv2jJaUoWEj2vfl,17,13,12,29,24,40
ENSB:bMyxOEEfXVoHBd9,ENSB:bMyxOEEfXVoHBd9,34,20,26,28,26,38
ENSB:8g3TtTrPAGn4ydw,ENSB:8g3TtTrPAGn4ydw,6,16,3,37,33,34
ENSB:nHsueU3DSnI6Rdv,ENSB:nHsueU3DSnI6Rdv,2,0,0,4,6,5
ENSB:kL3JtgOxec4Gze7,ENSB:kL3JtgOxec4Gze7,0,0,0,10,6,14
ENSB:1D54HsVn7monLCG,ENSB:1D54HsVn7monLCG,0,8,4,30,10,26
ENSB:AQxD-SvQ36x-gvD,ENSB:AQxD-SvQ36x-gvD,1,6,3,10,10,6
ENSB:nOEAtzeyarzu1my,ENSB:nOEAtzeyarzu1my,6,4,0,8,10,10
ENSB:BcaMU2aQxFW8Phm,ENSB:BcaMU2aQxFW8Phm,16,6,8,14,24,24
ENSB:_rVNLi84KXbGNIS,ENSB:_rVNLi84KXbGNIS,0,6,4,8,15,8
ENSB:Y6yoskGBwOcyZFD,ENSB:Y6yoskGBwOcyZFD,8,6,16,30,25,32
ENSB:h3JqwoIzh7o3rKi,ENSB:h3JqwoIzh7o3rKi,10,6,10,20,16,11
ENSB:ObN3W7_wwSyWy_m,ENSB:ObN3W7_wwSyWy_m,10,10,24,40,30,37
ENSB:k6hXneVdP3UHPTD,ENSB:k6hXneVdP3UHPTD,20,24,8,29,25,16
ENSB:9_cBiPTin5tanI6,ENSB:9_cBiPTin5tanI6,12,0,6,24,16,6
ENSB:TYETaUE3pfzVszR,ENSB:TYETaUE3pfzVszR,0,0,0,0,0,0
ENSB:HZJhByAOixOeBKi,ENSB:HZJhByAOixOeBKi,0,0,0,0,0,0
ENSB:H-8Le5hw7zOU0yU,ENSB:H-8Le5hw7zOU0yU,0,0,0,0,4,0
ENSB:yXdtEgIp1lYgFRQ,ENSB:yXdtEgIp1lYgFRQ,44,44,35,78,58,81
ENSB:j-zhbxCKWKCkg3f,ENSB:j-zhbxCKWKCkg3f,15,11,18,24,30,37
ENSB:zAIDSmf8GgfYZ8F,ENSB:zAIDSmf8GgfYZ8F,38,21,26,54,40,55
ENSB:cbLfTPHBcAYokdV,ENSB:cbLfTPHBcAYokdV,32,34,46,49,52,81
ENSB:GnxNjRD3OdYdwu2,ENSB:GnxNjRD3OdYdwu2,7,9,14,36,28,18
ENSB:6_Y8-ZxmDCXJ3il,ENSB:6_Y8-ZxmDCXJ3il,0,0,4,7,0,2
ENSB:oN1-dsdA0l9-DFk,ENSB:oN1-dsdA0l9-DFk,2,0,0,0,0,0
ENSB:Kwy_C2fu9IvyCj5,ENSB:Kwy_C2fu9IvyCj5,0,0,2,0,0,0
ENSB:LxQrvk6TK49X6k-,ENSB:LxQrvk6TK49X6k-,2,0,0,4,4,2
ENSB:8xPfK3ESiCBLs_R,ENSB:8xPfK3ESiCBLs_R,0,0,2,6,2,0
ENSB:ZTKt7MUXnGCg6BF,ENSB:ZTKt7MUXnGCg6BF,0,0,2,0,0,0
ENSB:TMO_DBZCePioCKj,ENSB:TMO_DBZCePioCKj,114,144,92,37,52,42
ENSB:UsnahX0f-kTI1zv,ENSB:UsnahX0f-kTI1zv,25,22,14,29,36,29
ENSB:eI-TZBkvDlEgl-M,ENSB:eI-TZBkvDlEgl-M,179,177,184,197,185,214
ENSB:qSTA0lpu_O1R8gj,ENSB:qSTA0lpu_O1R8gj,2,6,0,2,8,12
ENSB:U_2SpERY18gGdon,ENSB:U_2SpERY18gGdon,39,39,50,141,89,139
ENSB:w--X-GNqUtY1TJ8,ENSB:w--X-GNqUtY1TJ8,37,31,80,125,107,92
ENSB:wfRmWRuDlSh3nDs,ENSB:wfRmWRuDlSh3nDs,170,172,124,238,255,225
ENSB:tK37wzlV3nBEezE,ENSB:tK37wzlV3nBEezE,3,4,0,4,5,4
ENSB:BplXW5QYENmninR,ENSB:BplXW5QYENmninR,0,2,0,8,10,10
ENSB:3ep1inV095LLNI4,ENSB:3ep1inV095LLNI4,0,0,0,0,0,0
ENSB:RvWYsZS6K_WNPP8,ENSB:RvWYsZS6K_WNPP8,51,71,48,137,140,152
ENSB:hC1PJcako44eDcl,ENSB:hC1PJcako44eDcl,107,110,127,253,252,262
ENSB:9EtHly1_Not7pWs,ENSB:9EtHly1_Not7pWs,5,2,3,1,3,1
ENSB:3ZbLVbbbyUXRB2d,ENSB:3ZbLVbbbyUXRB2d,0,2,0,2,1,2
ENSB:km2aFxQM4FEWa8V,ENSB:km2aFxQM4FEWa8V,2,8,6,10,12,15
ENSB:8qqxBh50g-9ZDfh,ENSB:8qqxBh50g-9ZDfh,12,4,22,68,78,68
ENSB:Jl5WUsi2S6XLz-l,ENSB:Jl5WUsi2S6XLz-l,0,0,0,4,2,0
ENSB:wSlErVMzgkXxJP8,ENSB:wSlErVMzgkXxJP8,6,10,2,14,6,18
ENSB:XTmIMtFFmRCUszz,ENSB:XTmIMtFFmRCUszz,0,6,0,10,36,12
ENSB:PJOPgEfDIKwtzRI,ENSB:PJOPgEfDIKwtzRI,8,14,10,136,134,200
ENSB:Ujsrcn-GdePJHcP,ENSB:Ujsrcn-GdePJHcP,46,78,64,967,886,1247
ENSB:JrTUESnM7Vqr7kP,ENSB:JrTUESnM7Vqr7kP,0,2,0,2,4,4
ENSB:JR6FXPup-1s3rOz,ENSB:JR6FXPup-1s3rOz,4,2,12,0,10,10
ENSB:14NNm8xS7NfOiHt,ENSB:14NNm8xS7NfOiHt,37,43,58,43,26,36
ENSB:DNWSfKQuR2wnnn8,ENSB:DNWSfKQuR2wnnn8,107,119,110,91,62,68
ENSB:gH1o-lKnZoiM0bo,ENSB:gH1o-lKnZoiM0bo,219,219,266,66,48,48
ENSB:TnRffUkEurPLlxN,ENSB:TnRffUkEurPLlxN,138,164,256,45,43,47
ENSB:Rv5ZEfK5DLb7nfZ,ENSB:Rv5ZEfK5DLb7nfZ,91,91,91,21,16,18
ENSB:RTu-K9_PX4qjE-E,ENSB:RTu-K9_PX4qjE-E,40,50,32,8,5,4
ENSB:4tsLJOT0DdXW-Rp,ENSB:4tsLJOT0DdXW-Rp,0,0,0,0,2,0
ENSB:yeCW1Mi9iPTidz3,ENSB:yeCW1Mi9iPTidz3,11,14,6,22,23,24
ENSB:5IBCKu9TgXftVK5,ENSB:5IBCKu9TgXftVK5,8,0,4,0,9,13
ENSB:JASH6lp5ARA0fkN,ENSB:JASH6lp5ARA0fkN,4,3,2,0,3,0
ENSB:edi6Qz5RjTYE8P-,ENSB:edi6Qz5RjTYE8P-,0,1,0,0,0,2
ENSB:DOTI73-HbnmfyaA,ENSB:DOTI73-HbnmfyaA,3,1,4,2,0,2
ENSB:NnHbwj0ysihSv5X,ENSB:NnHbwj0ysihSv5X,2,2,7,2,2,0
ENSB:TaNS21xMM4LFofl,ENSB:TaNS21xMM4LFofl,1,2,4,6,8,3
ENSB:Ld1XPwUSfLDOK6y,ENSB:Ld1XPwUSfLDOK6y,8,16,11,6,14,2
ENSB:b0H9mI_qS_EcR4_,ENSB:b0H9mI_qS_EcR4_,154,144,196,536,544,584
ENSB:bZLppf8MScrMRlh,ENSB:bZLppf8MScrMRlh,19,8,28,13,17,12
ENSB:9nth_1XMxkgGs3i,ENSB:9nth_1XMxkgGs3i,50,42,66,50,58,54
ENSB:B70KN3WBcmyhvTC,ENSB:B70KN3WBcmyhvTC,23,31,24,36,34,62
ENSB:IZwc6gGar14C2zA,ENSB:IZwc6gGar14C2zA,64,73,81,123,130,115
ENSB:vH5mupyVAQAmC1U,ENSB:vH5mupyVAQAmC1U,10,6,0,7,0,6
ENSB:kBtD7ygTdx6gKxf,ENSB:kBtD7ygTdx6gKxf,24,22,18,13,6,18
ENSB:WwQeyJT6XnBdx_d,ENSB:WwQeyJT6XnBdx_d,78,91,131,101,112,87
ENSB:lrgXs7aGgoDiHlm,ENSB:lrgXs7aGgoDiHlm,52,54,42,44,50,40
ENSB:iB4-WpjpGXtBQoo,ENSB:iB4-WpjpGXtBQoo,2,2,8,0,0,4
ENSB:yQw6DXEST_zbdWJ,ENSB:yQw6DXEST_zbdWJ,2,8,4,8,4,0
ENSB:7rhBWZiOl4Hodd6,ENSB:7rhBWZiOl4Hodd6,12,13,17,32,11,28
ENSB:_y_PfvqUb4Hibqi,ENSB:_y_PfvqUb4Hibqi,158,122,136,192,275,263
ENSB:Hp4lZWvd58r3qXz,ENSB:Hp4lZWvd58r3qXz,9,8,14,16,18,24
ENSB:zpWT2rOfoKhTcib,ENSB:zpWT2rOfoKhTcib,2,0,0,0,0,0
ENSB:V7MeexrxBYplyKb,ENSB:V7MeexrxBYplyKb,2,0,2,2,0,0
ENSB:B8KDSW3Ms1RPPxL,ENSB:B8KDSW3Ms1RPPxL,2,0,0,4,0,0
ENSB:qXlCpuWnoUBlA8R,ENSB:qXlCpuWnoUBlA8R,0,0,2,8,16,0
ENSB:qOP1No1BUhoOiB5,ENSB:qOP1No1BUhoOiB5,9,9,10,29,24,23
ENSB:E1ct_v8vF5Yntgx,ENSB:E1ct_v8vF5Yntgx,9,7,6,9,15,7
ENSB:cJwlFBr9tbHDgkC,ENSB:cJwlFBr9tbHDgkC,0,0,0,0,0,0
ENSB:acto3ag9zoPjaQ6,ENSB:acto3ag9zoPjaQ6,8,6,2,22,23,19
ENSB:rWiJ1Y_AJQWRZBW,ENSB:rWiJ1Y_AJQWRZBW,2,12,12,35,39,44
ENSB:05-v0bWxpGfAXjg,ENSB:05-v0bWxpGfAXjg,8,11,16,22,18,4
ENSB:ZZ1LjOh1k8Pvopv,ENSB:ZZ1LjOh1k8Pvopv,54,52,70,124,120,92
ENSB:1b_KFSrkgAGkcK2,ENSB:1b_KFSrkgAGkcK2,1,2,6,7,3,6
ENSB:gj2AYq9gwCsEaWd,ENSB:gj2AYq9gwCsEaWd,6,0,2,0,3,4
ENSB:tKAWioYd_97GUuy,ENSB:tKAWioYd_97GUuy,12,10,14,65,30,34
ENSB:D6oNRjmq-QgcXpd,ENSB:D6oNRjmq-QgcXpd,2,4,4,13,20,12
ENSB:SaZcL0UKzNjN-W1,ENSB:SaZcL0UKzNjN-W1,0,8,10,20,20,20
ENSB:il9l72XcZtnvp9b,ENSB:il9l72XcZtnvp9b,30,38,26,25,14,24
ENSB:ayXJeyP5gz8-yCi,ENSB:ayXJeyP5gz8-yCi,2,0,2,0,0,0
ENSB:0jQ6H4Dz9CezFMA,ENSB:0jQ6H4Dz9CezFMA,4,4,4,3,0,0
ENSB:0IXcxoHbsGToEWs,ENSB:0IXcxoHbsGToEWs,172,234,106,221,262,356
ENSB:Zows-FEnz5xU42R,ENSB:Zows-FEnz5xU42R,112,92,124,136,128,150
ENSB:Dnc2cPPSziJaZvm,ENSB:Dnc2cPPSziJaZvm,14,16,10,18,12,24
ENSB:jFYO0W5NBduAuWe,ENSB:jFYO0W5NBduAuWe,0,0,5,2,0,0
ENSB:iv0FU9dt4CbHTUp,ENSB:iv0FU9dt4CbHTUp,0,2,2,2,2,2
ENSB:l7YNDvsYggO-3SV,ENSB:l7YNDvsYggO-3SV,0,0,0,0,0,0
ENSB:S5rHcyGuaGZt3wu,ENSB:S5rHcyGuaGZt3wu,46,48,24,46,56,54
ENSB:in1CcJHgt-Bfnyj,ENSB:in1CcJHgt-Bfnyj,122,76,128,162,154,162
ENSB:oWnDiuOOwj_xdoY,ENSB:oWnDiuOOwj_xdoY,33,18,28,54,104,92
ENSB:WgaFrSxaahGQ7qX,ENSB:WgaFrSxaahGQ7qX,2,2,0,22,17,15
ENSB:8Nhl9moj8qLjIUx,ENSB:8Nhl9moj8qLjIUx,5,9,13,51,29,31
ENSB:95EazeoI03As9fD,ENSB:95EazeoI03As9fD,11,13,8,39,45,20
ENSB:VuSRxyTFphO2Kal,ENSB:VuSRxyTFphO2Kal,128,148,113,201,101,172
ENSB:HV1fIkwwYaiNoLD,ENSB:HV1fIkwwYaiNoLD,64,58,29,77,38,70
ENSB:Kgxy-fycNBoT2OD,ENSB:Kgxy-fycNBoT2OD,637,625,575,544,462,564
ENSB:njVxAa4ul5i7QKW,ENSB:njVxAa4ul5i7QKW,619,575,703,646,511,636
ENSB:973QuN5vVDg0IJI,ENSB:973QuN5vVDg0IJI,16,31,26,46,44,40
ENSB:zxmzIK5SLlkLMSx,ENSB:zxmzIK5SLlkLMSx,87,60,82,93,135,110
ENSB:7kJQOZsaRVQpkOr,ENSB:7kJQOZsaRVQpkOr,133,141,177,242,178,229
ENSB:j_ir39CRpkv7Day,ENSB:j_ir39CRpkv7Day,214,257,110,2769,2806,2701
ENSB:QRGP-YbXoktbaxQ,ENSB:QRGP-YbXoktbaxQ,763,712,617,4925,5691,5042
ENSB:IsEgNezXK0ZAyVR,ENSB:IsEgNezXK0ZAyVR,320,340,354,2830,2925,2888
ENSB:yFFL48gRh6BewXU,ENSB:yFFL48gRh6BewXU,300,360,407,2304,2650,2325
ENSB:tsCr2deF-csYSnX,ENSB:tsCr2deF-csYSnX,632,787,755,4388,4548,4283
ENSB:Q5p6wvg7nVbQicn,ENSB:Q5p6wvg7nVbQicn,1229,1410,1387,5179,5546,5047
ENSB:eVEP10N1PUZH92J,ENSB:eVEP10N1PUZH92J,30,26,18,28,19,12
ENSB:s35QQx73XaHrrK0,ENSB:s35QQx73XaHrrK0,13,14,21,9,19,20
ENSB:a7d-HxdFewsX1k7,ENSB:a7d-HxdFewsX1k7,34,40,55,50,40,48
ENSB:wTDPVgQxSuZGKdM,ENSB:wTDPVgQxSuZGKdM,227,204,307,236,214,265
ENSB:0aL6ucC4ZInp7m-,ENSB:0aL6ucC4ZInp7m-,41,23,58,33,32,25
ENSB:mRbstDOId2dd7jt,ENSB:mRbstDOId2dd7jt,5,0,2,11,4,0
ENSB:YaYnoNPNXeALfD2,ENSB:YaYnoNPNXeALfD2,4,4,0,7,6,6
ENSB:kN0xah0_qqxcKQg,ENSB:kN0xah0_qqxcKQg,2,0,0,2,0,0
ENSB:JiLVJiRB48gK0Vt,ENSB:JiLVJiRB48gK0Vt,2,1,6,2,6,2
ENSB:o2s5RRicZM6uWGx,ENSB:o2s5RRicZM6uWGx,1737,1672,1418,2066,2985,2722
ENSB:kHnoeYUqFiT0m2I,ENSB:kHnoeYUqFiT0m2I,0,0,0,0,0,2
ENSB:s81Ze9C96F68v2A,ENSB:s81Ze9C96F68v2A,2,2,4,2,2,0
ENSB:rk8uDTYSK5gXYKX,ENSB:rk8uDTYSK5gXYKX,10,15,4,6,6,0
ENSB:EIMVnJl-8ZhumQQ,ENSB:EIMVnJl-8ZhumQQ,2,6,0,0,0,0
ENSB:_Mh1j7d8vZice9h,ENSB:_Mh1j7d8vZice9h,12,14,12,26,4,6
ENSB:hmxlnivgNP2IYfR,ENSB:hmxlnivgNP2IYfR,0,0,0,5,2,6
ENSB:DGs_zCymzHUSZDi,ENSB:DGs_zCymzHUSZDi,2,2,0,0,5,0
ENSB:BbEPE73RfnzNX_Z,ENSB:BbEPE73RfnzNX_Z,0,0,0,0,2,0
ENSB:VHKOOapOfO0mjFZ,ENSB:VHKOOapOfO0mjFZ,3,1,0,0,0,1
ENSB:D80YrpDawgzFG2V,ENSB:D80YrpDawgzFG2V,11,9,10,2,8,4
ENSB:cu120RomQKxbWPE,ENSB:cu120RomQKxbWPE,202,217,315,396,294,320
ENSB:_CBrcParHc4w-F3,ENSB:_CBrcParHc4w-F3,45,42,107,80,58,66
ENSB:BEU_JQ-IjZyTMrg,ENSB:BEU_JQ-IjZyTMrg,15,24,18,32,28,22
ENSB:BGnkz9Nd-SO1VgP,ENSB:BGnkz9Nd-SO1VgP,8,10,14,10,8,12
ENSB:gNavt84OcHi4xay,ENSB:gNavt84OcHi4xay,70,76,32,142,142,120
ENSB:3ej2zEJH4sBoKjf,ENSB:3ej2zEJH4sBoKjf,111,102,57,78,116,80
ENSB:0cIft0gf-iJoJlX,ENSB:0cIft0gf-iJoJlX,5,10,5,8,9,8
ENSB:kEqde75xRKobDzk,ENSB:kEqde75xRKobDzk,11,29,14,23,14,34
ENSB:p5-SjwkDFg_8UK2,ENSB:p5-SjwkDFg_8UK2,14,22,8,43,32,48
ENSB:EETpanc5HJAZC69,ENSB:EETpanc5HJAZC69,9,16,10,9,9,12
ENSB:tilfyflDiUOpgOf,ENSB:tilfyflDiUOpgOf,106,120,89,172,155,195
ENSB:HUkqr2ylxlp9tc3,ENSB:HUkqr2ylxlp9tc3,0,0,0,1,1,0
