name,gene,NT1,NT2,NT3,NaP1,NaP2,NaP3
ENSB:7hzgw1_xw_cGaLs,ENSB:7hzgw1_xw_cGaLs,3,4,0,0,0,0
ENSB:Oxcx1mUtCLBnblb,ENSB:Oxcx1mUtCLBnblb,0,2,0,6,2,7
ENSB:vG3O_KA3sBDNohW,ENSB:vG3O_KA3sBDNohW,0,1,1,0,7,2
ENSB:ORJr3f5Oc2q8UlJ,ENSB:ORJr3f5Oc2q8UlJ,4986,4393,4537,182,273,290
ENSB:xSLMQZ--pi316Hg,ENSB:xSLMQZ--pi316Hg,0,0,0,0,0,0
ENSB:YYPho-ooBTgcwa-,ENSB:YYPho-ooBTgcwa-,0,0,0,0,0,0
ENSB:ctYgtlaiwSSqDI-,ENSB:ctYgtlaiwSSqDI-,0,2,0,0,0,2
ENSB:lhtBA5WKHcRI54L,ENSB:lhtBA5WKHcRI54L,2,4,0,0,0,0
ENSB:-zXRK6lDgvc6sjw,ENSB:-zXRK6lDgvc6sjw,0,0,0,0,0,0
ENSB:uqD3E04NiZ_MpDG,ENSB:uqD3E04NiZ_MpDG,0,0,0,0,2,2
ENSB:NrmjOl404EIVnOT,ENSB:NrmjOl404EIVnOT,4,2,2,0,0,2
ENSB:D-PEmPOYV6sh6qy,ENSB:D-PEmPOYV6sh6qy,8,14,5,2,5,0
ENSB:6GpIZ7Xlr_47f0r,ENSB:6GpIZ7Xlr_47f0r,40,20,24,15,24,16
ENSB:5O30wHbvOrJCp4I,ENSB:5O30wHbvOrJCp4I,1,2,4,4,0,2
ENSB:jzO0kW5j-vxJ3t4,ENSB:jzO0kW5j-vxJ3t4,2,0,0,6,2,6
ENSB:RNUYKZB1FCtGi1A,ENSB:RNUYKZB1FCtGi1A,0,0,0,0,0,0
ENSB:JiF9jR8rOqTdJvl,ENSB:JiF9jR8rOqTdJvl,132,174,74,28,58,84
ENSB:iMt0aqAEIH7LHsh,ENSB:iMt0aqAEIH7LHsh,162,165,145,102,54,156
ENSB:KAhAH31gt9GOuRh,ENSB:KAhAH31gt9GOuRh,8,8,10,30,39,40
ENSB:S1SCIFQDruPUJUs,ENSB:S1SCIFQDruPUJUs,38,38,28,148,99,152
ENSB:3NiLihtrNFf4oTH,ENSB:3NiLihtrNFf4oTH,52,26,32,54,30,28
ENSB:dVla6PxFYsZkjOx,ENSB:dVla6PxFYsZkjOx,187,153,86,190,233,240
ENSB:vz1ofPZD0sHQ9U-,ENSB:vz1ofPZD0sHQ9U-,167,203,95,224,343,277
ENSB:KLia8SIgegVOIyr,ENSB:KLia8SIgegVOIyr,4,8,14,43,40,67
ENSB:DkfipKLFKYnVrU-,ENSB:DkfipKLFKYnVrU-,53,78,66,319,314,362
ENSB:zrc9sgTYfIE0nRZ,ENSB:zrc9sgTYfIE0nRZ,0,0,0,8,4,4
ENSB:GqneJ7FOouP59RN,ENSB:GqneJ7FOouP59RN,8,12,9,31,37,44
ENSB:eAYws2KAXrSwF-5,ENSB:eAYws2KAXrSwF-5,18,27,27,47,87,54
ENSB:HTP4lsW4ZIwXuuW,ENSB:HTP4lsW4ZIwXuuW,147,122,159,328,243,262
ENSB:dSBtG7p1MXpAqXE,ENSB:dSBtG7p1MXpAqXE,250,261,256,395,340,379
ENSB:O7GwG6odGcc20xY,ENSB:O7GwG6odGcc20xY,23,8,14,20,27,30
ENSB:nJn6p6jhMPtOsfc,ENSB:nJn6p6jhMPtOsfc,36,38,48,66,79,81
ENSB:-YsikA54-HKWND8,ENSB:-YsikA54-HKWND8,65,93,126,127,158,128
ENSB:_qlVTxJ7hDU8RH1,ENSB:_qlVTxJ7hDU8RH1,18,5,11,25,26,14
ENSB:4uDaAmrmgu8q8hg,ENSB:4uDaAmrmgu8q8hg,1,0,0,4,8,4
ENSB:QI5C0qjtGEWBqIZ,ENSB:QI5C0qjtGEWBqIZ,30,17,20,110,74,108
ENSB:_IapWmpkAT3Bw-_,ENSB:_IapWmpkAT3Bw-_,16,28,8,22,20,26
ENSB:fISvvZ3hktQtHJX,ENSB:fISvvZ3hktQtHJX,0,3,6,9,9,12
ENSB:Pa3mqQmlDPVhVsF,ENSB:Pa3mqQmlDPVhVsF,0,0,0,0,0,0
ENSB:xOITQyo6qwgX9Cc,ENSB:xOITQyo6qwgX9Cc,2,5,0,0,0,2
ENSB:kTZraXJv_KmYSj-,ENSB:kTZraXJv_KmYSj-,18,17,30,29,36,31
ENSB:RsNOO1AVmq1nJdt,ENSB:RsNOO1AVmq1nJdt,5,2,2,0,4,0
ENSB:71SFpZctw2Hkejn,ENSB:71SFpZctw2Hkejn,4,2,2,14,4,12
ENSB:-ehp_8-Zld5ngfS,ENSB:-ehp_8-Zld5ngfS,0,4,4,10,12,28
ENSB:PAtbilfDEtGvQzn,ENSB:PAtbilfDEtGvQzn,10,14,4,14,34,40
ENSB:INgrN73wqvYMsjK,ENSB:INgrN73wqvYMsjK,12,10,1,18,29,25
ENSB:cdm4n_RlzM_KetZ,ENSB:cdm4n_RlzM_KetZ,21,27,20,49,39,64
ENSB:A6y8nED7B7rvpu6,ENSB:A6y8nED7B7rvpu6,4,13,5,0,5,6
ENSB:1q0Ldb5_WhxTYE0,ENSB:1q0Ldb5_WhxTYE0,1,8,6,6,6,4
ENSB:uwowzglHMc932qp,ENSB:uwowzglHMc932qp,2,12,4,9,7,4
ENSB:T4DEZqbtx8naXTz,ENSB:T4DEZqbtx8naXTz,54,38,29,74,103,78
ENSB:JS_VhZ1cJDfrm1X,ENSB:JS_VhZ1cJDfrm1X,28,22,24,73,76,70
ENSB:cIy-CaTode-K9wt,ENSB:cIy-CaTode-K9wt,19,33,10,51,33,45
ENSB:0Y8yQEDg6tZse-F,ENSB:0Y8yQEDg6tZse-F,6,2,2,8,11,6
ENSB:taSSqbqrKZBfEsD,ENSB:taSSqbqrKZBfEsD,7,6,4,17,18,14
ENSB:Nqmk2V3SHKC4clM,ENSB:Nqmk2V3SHKC4clM,10,10,9,32,24,28
ENSB:skB9uaE-7ipUoaa,ENSB:skB9uaE-7ipUoaa,0,0,0,2,0,0
ENSB:t-0U3JH-6kd5XCR,ENSB:t-0U3JH-6kd5XCR,228,244,202,282,348,360
ENSB:-t_vjHxgSgyG-OY,ENSB:-t_vjHxgSgyG-OY,4,0,2,2,2,0
ENSB:gRpEn0A5voKbQiU,ENSB:gRpEn0A5voKbQiU,15,12,2,14,15,18
ENSB:evekUvFS6wSsPHO,ENSB:evekUvFS6wSsPHO,13,16,10,9,32,16
ENSB:qYpB3bU69wXCNOi,ENSB:qYpB3bU69wXCNOi,14,5,14,28,19,21
ENSB:9JWueRXCc-rC4tB,ENSB:9JWueRXCc-rC4tB,8,7,2,4,8,9
ENSB:s1DnpmKJNG-IAYZ,ENSB:s1DnpmKJNG-IAYZ,10,8,16,40,26,38
ENSB:7-zyUSfpPJCfNux,ENSB:7-zyUSfpPJCfNux,4,10,2,10,20,6
ENSB:arBHvmVJPLaDOh8,ENSB:arBHvmVJPLaDOh8,6,11,5,20,22,10
ENSB:fV7st7PNbYvcJ-d,ENSB:fV7st7PNbYvcJ-d,24,26,16,37,24,52
ENSB:hH3nAlNM9-GHOdW,ENSB:hH3nAlNM9-GHOdW,1050,618,492,140,138,116
ENSB:HVThZSU8A6rxMHk,ENSB:HVThZSU8A6rxMHk,1,4,6,10,10,7
ENSB:oUe4LfwBw5hkFu5,ENSB:oUe4LfwBw5hkFu5,12,16,14,47,31,72
ENSB:_pI5hlMl0FhALEQ,ENSB:_pI5hlMl0FhALEQ,21,23,30,42,70,49
ENSB:VBjcHULUYe654CR,ENSB:VBjcHULUYe654CR,44,16,43,66,56,65
ENSB:9AK7enAnaMsfo6U,ENSB:9AK7enAnaMsfo6U,104,104,94,175,195,183
ENSB:wD9TA-3Pyfrmj0R,ENSB:wD9TA-3Pyfrmj0R,85,93,80,128,117,131
ENSB:1p4O6qHX9k7bK-a,ENSB:1p4O6qHX9k7bK-a,107,94,111,109,125,117
ENSB:JT1Sk20LRe6_utX,ENSB:JT1Sk20LRe6_utX,178,152,117,125,108,130
ENSB:phdE_v9crmGW5Wq,ENSB:phdE_v9crmGW5Wq,0,4,4,0,2,1
ENSB:c4G1jn87M885vcz,ENSB:c4G1jn87M885vcz,6,10,8,20,26,40
ENSB:DcvXlg4Dtbk0-Yr,ENSB:DcvXlg4Dtbk0-Yr,26,27,26,38,28,31
ENSB:VhWvgsiboL4NSbu,ENSB:VhWvgsiboL4NSbu,0,1,0,6,3,0
ENSB:KtvK5ti_omLHD-u,ENSB:KtvK5ti_omLHD-u,58,74,90,152,102,157
ENSB:bn8310pTI0yoN7i,ENSB:bn8310pTI0yoN7i,2,8,2,2,0,4
ENSB:HNfr-Suxm3xRivK,ENSB:HNfr-Suxm3xRivK,1,6,1,2,2,6
ENSB:gbrkzuLq6pfrCw8,ENSB:gbrkzuLq6pfrCw8,1,3,4,6,4,2
ENSB:o7lRDKdvuR-ZvhM,ENSB:o7lRDKdvuR-ZvhM,156,122,42,60,74,62
ENSB:bruEWkaLykehqRo,ENSB:bruEWkaLykehqRo,18,10,32,22,35,52
ENSB:4aSFqlOt2tcBhk6,ENSB:4aSFqlOt2tcBhk6,2,1,0,5,3,9
ENSB:1BwCzYPo-aYTQh2,ENSB:1BwCzYPo-aYTQh2,8,7,11,17,8,21
ENSB:iwp7OL3eumyh0vk,ENSB:iwp7OL3eumyh0vk,169,177,215,396,257,356
ENSB:nGYE5tB1cZ00fxG,ENSB:nGYE5tB1cZ00fxG,306,328,306,365,290,259
ENSB:swTKq1EXxoID4Vv,ENSB:swTKq1EXxoID4Vv,10,8,12,0,0,4
ENSB:f2WyoKQesr5C-IZ,ENSB:f2WyoKQesr5C-IZ,2,0,2,4,0,8
ENSB:_JuLTSTqhvWNKtO,ENSB:_JuLTSTqhvWNKtO,0,0,0,0,0,0
ENSB:_72D3quiK_Gl5Gi,ENSB:_72D3quiK_Gl5Gi,34,33,26,64,50,62
ENSB:h3940jqcjCSS35r,ENSB:h3940jqcjCSS35r,57,47,46,63,40,74
ENSB:W4cvcKlxTR5wNrM,ENSB:W4cvcKlxTR5wNrM,32,26,19,59,80,83
ENSB:DIpK8F2Zel5J-kW,ENSB:DIpK8F2Zel5J-kW,15,12,20,97,59,60
ENSB:Rzx0PDQUnZDDQs9,ENSB:Rzx0PDQUnZDDQs9,94,93,110,349,316,344
ENSB:6UcDcZDsmlwLxwH,ENSB:6UcDcZDsmlwLxwH,94,100,147,326,340,279
ENSB:bXTiUrRerK023pE,ENSB:bXTiUrRerK023pE,139,152,75,110,108,161
ENSB:DVgKSLTsYIwC-CJ,ENSB:DVgKSLTsYIwC-CJ,126,127,90,218,193,183
ENSB:oDvLRgkgkRvNNwC,ENSB:oDvLRgkgkRvNNwC,11,7,16,5,9,9
ENSB:mziR1SAMIUw1sjq,ENSB:mziR1SAMIUw1sjq,18,12,7,19,21,28
ENSB:nJ0euuxYeiZxKGc,ENSB:nJ0euuxYeiZxKGc,2,2,0,4,6,10
ENSB:hlE1BHGjE8FUE4g,ENSB:hlE1BHGjE8FUE4g,2,0,0,6,2,6
ENSB:ph4gDLV5dOu4wf6,ENSB:ph4gDLV5dOu4wf6,15,9,18,156,159,135
ENSB:P2gCQ1-jj57BSKB,ENSB:P2gCQ1-jj57BSKB,101,87,92,270,216,232
ENSB:PAPvQLZat5rxy-e,ENSB:PAPvQLZat5rxy-e,98,155,120,128,137,150
ENSB:KuCskppX0lxDPN0,ENSB:KuCskppX0lxDPN0,14,6,10,30,22,38
ENSB:-cuaBA_Nr8P-bQr,ENSB:-cuaBA_Nr8P-bQr,30,25,21,55,82,77
ENSB:Ydul4zNBtrXz5oo,ENSB:Ydul4zNBtrXz5oo,10,9,7,22,28,23
ENSB:Nr7kAnh0vmhFuqS,ENSB:Nr7kAnh0vmhFuqS,3,8,5,29,13,38
ENSB:T0HcKSZ5SaCyX4_,ENSB:T0HcKSZ5SaCyX4_,93,96,89,249,205,214
ENSB:epDmxThtARSagm4,ENSB:epDmxThtARSagm4,8,8,4,8,5,2
ENSB:VvlsQ8hVDhDYfcO,ENSB:VvlsQ8hVDhDYfcO,4,0,2,2,4,10
ENSB:YRvEyGRMuPH0Dxu,ENSB:YRvEyGRMuPH0Dxu,24,23,22,54,56,80
ENSB:c7e4TAAC5N-d36C,ENSB:c7e4TAAC5N-d36C,341,296,152,298,385,436
ENSB:PhZhTyXLx9i4ztC,ENSB:PhZhTyXLx9i4ztC,168,159,158,202,212,198
ENSB:06rhXI8lmH4C-N5,ENSB:06rhXI8lmH4C-N5,89,69,83,184,127,160
ENSB:anjAH9GIAm2Vze0,ENSB:anjAH9GIAm2Vze0,100,116,96,252,250,318
ENSB:2Lkao8Vz4gtkP4i,ENSB:2Lkao8Vz4gtkP4i,16,20,25,39,12,25
ENSB:9KXDnJA9tahwV40,ENSB:9KXDnJA9tahwV40,0,0,0,2,4,0
ENSB:ULlKEskcoBvLuuI,ENSB:ULlKEskcoBvLuuI,6,5,10,0,8,4
ENSB:r_pE8zgmKtATkSj,ENSB:r_pE8zgmKtATkSj,11,12,7,15,0,20
ENSB:5DwNWH5LMt-eFtl,ENSB:5DwNWH5LMt-eFtl,44,37,26,72,55,66
ENSB:UeRQ13Dw6xiTpBH,ENSB:UeRQ13Dw6xiTpBH,6,10,13,38,41,27
ENSB:RVAxxLQcZqS31IX,ENSB:RVAxxLQcZqS31IX,24,32,52,65,52,69
ENSB:yjBRfWK7IpNkwpe,ENSB:yjBRfWK7IpNkwpe,4,6,4,14,23,8
ENSB:t6Bg6wOWVcZI9Ij,ENSB:t6Bg6wOWVcZI9Ij,165,160,108,160,150,158
ENSB:TGMXuOqDMAJuzl2,ENSB:TGMXuOqDMAJuzl2,807,778,633,1198,1284,1333
ENSB:NAZwC385KMvyPVM,ENSB:NAZwC385KMvyPVM,14,10,6,12,32,32
ENSB:Zq68BuiJj-CRJKP,ENSB:Zq68BuiJj-CRJKP,2,0,4,2,8,0
ENSB:K57rQm-TlcPM62q,ENSB:K57rQm-TlcPM62q,49,30,48,24,23,18
ENSB:w5rKquwrk3bwKpa,ENSB:w5rKquwrk3bwKpa,27,9,19,11,20,7
ENSB:ws2TNVQqel6LC0X,ENSB:ws2TNVQqel6LC0X,2,4,2,0,0,0
ENSB:vkn8Xl2ZitjBJ2r,ENSB:vkn8Xl2ZitjBJ2r,4,7,13,25,17,21
ENSB:SF-loEZzG0vnJc1,ENSB:SF-loEZzG0vnJc1,12,6,21,30,27,30
ENSB:Z70ac46BSDRV_3H,ENSB:Z70ac46BSDRV_3H,12,8,18,50,27,59
ENSB:0L0yEskVB5RsQJs,ENSB:0L0yEskVB5RsQJs,2,4,2,3,18,12
ENSB:4z7nxCW57LAY3lC,ENSB:4z7nxCW57LAY3lC,2,8,3,5,0,8
ENSB:mg5kYIuR9adQkMI,ENSB:mg5kYIuR9adQkMI,1,2,2,7,0,8
ENSB:tzYkc3G0JCY5e_H,ENSB:tzYkc3G0JCY5e_H,26,24,29,64,62,67
ENSB:bnFTWqLVh5BrJub,ENSB:bnFTWqLVh5BrJub,26,28,23,56,44,69
ENSB:WNf5GI9pLXb5WCZ,ENSB:WNf5GI9pLXb5WCZ,32,32,42,220,162,188
ENSB:TVFgpQDhrHDcdM0,ENSB:TVFgpQDhrHDcdM0,0,4,0,4,0,2
ENSB:qhPGaDoHCX1XjLN,ENSB:qhPGaDoHCX1XjLN,8,4,0,8,5,4
ENSB:5ove6XiZH2jGfmT,ENSB:5ove6XiZH2jGfmT,2,8,4,2,6,9
ENSB:XjnkNNVONSGahk2,ENSB:XjnkNNVONSGahk2,12,20,8,36,34,54
ENSB:Gks7wYMu2nrDMYT,ENSB:Gks7wYMu2nrDMYT,3,6,2,4,6,4
ENSB:PzPv7CWM8rJM3mo,ENSB:PzPv7CWM8rJM3mo,16,8,16,16,16,14
ENSB:YiY_L-Vjxa7ap3p,ENSB:YiY_L-Vjxa7ap3p,10,18,5,35,42,49
ENSB:nFJoqM0HikgIJfC,ENSB:nFJoqM0HikgIJfC,126,132,102,300,232,292
ENSB:oNuubbBcNU9A0S1,ENSB:oNuubbBcNU9A0S1,0,0,0,0,0,0
ENSB:pA0mjs_tBmOMcEZ,ENSB:pA0mjs_tBmOMcEZ,0,0,0,0,0,0
ENSB:pOufLxoDk24hr07,ENSB:pOufLxoDk24hr07,0,0,0,2,0,2
ENSB:9iF87qHvUhFTzJd,ENSB:9iF87qHvUhFTzJd,0,0,0,2,0,2
ENSB:IPLlQ49GqmTm412,ENSB:IPLlQ49GqmTm412,0,0,1,0,0,0
ENSB:zJ4Z2RCgSGCBLEr,ENSB:zJ4Z2RCgSGCBLEr,0,0,0,0,0,0
ENSB:rslEas75hasvmVm,ENSB:rslEas75hasvmVm,0,0,0,0,0,0
ENSB:xWzzXlat9WfinVl,ENSB:xWzzXlat9WfinVl,0,0,0,0,0,0
ENSB:MJab753S9mBaJRL,ENSB:MJab753S9mBaJRL,0,0,0,0,0,0
ENSB:w5YPXpJGm5WI3Nj,ENSB:w5YPXpJGm5WI3Nj,0,0,0,0,0,0
ENSB:w8ZKVWfc6HPBC6i,ENSB:w8ZKVWfc6HPBC6i,0,1,0,0,0,0
ENSB:pBfg2ycKydOHTj4,ENSB:pBfg2ycKydOHTj4,2,0,0,0,0,0
ENSB:tFlaXONaDtulI1I,ENSB:tFlaXONaDtulI1I,0,0,0,1,0,3
ENSB:9VCzd7PQvhiOddd,ENSB:9VCzd7PQvhiOddd,0,0,0,0,0,0
ENSB:deixKIUo4C9iWyP,ENSB:deixKIUo4C9iWyP,0,0,0,0,0,0
ENSB:BLgT7-fF08ZNCkP,ENSB:BLgT7-fF08ZNCkP,2,0,4,6,4,6
ENSB:xZojT79jGBXd244,ENSB:xZojT79jGBXd244,0,0,0,0,2,0
ENSB:-tcV3ppi9RPwax2,ENSB:-tcV3ppi9RPwax2,8,38,24,96,87,116
ENSB:BKWNRruK30njwmX,ENSB:BKWNRruK30njwmX,0,0,0,0,0,0
ENSB:HPL7PrO8O64wmUV,ENSB:HPL7PrO8O64wmUV,0,0,0,4,0,0
ENSB:t8vOBtC0ViHFpzf,ENSB:t8vOBtC0ViHFpzf,1,2,2,2,4,2
ENSB:iPA3YXIdQYQjWq7,ENSB:iPA3YXIdQYQjWq7,11,4,13,16,8,4
ENSB:UDeXcoSIxY1c-Pw,ENSB:UDeXcoSIxY1c-Pw,2,2,0,0,0,0
ENSB:4TokK1Fm6SWKPiq,ENSB:4TokK1Fm6SWKPiq,2,0,0,0,2,0
ENSB:e-RYVNMbW3WK_vt,ENSB:e-RYVNMbW3WK_vt,22,36,20,62,96,84
ENSB:BJhbbtBfACI3a4j,ENSB:BJhbbtBfACI3a4j,0,0,0,2,0,0
ENSB:J7XqXrj5uUlVrSb,ENSB:J7XqXrj5uUlVrSb,12,0,10,2,0,2
ENSB:VoNJWUo0ZlYZTle,ENSB:VoNJWUo0ZlYZTle,227,193,294,30,25,43
ENSB:bB260kuosgW19o_,ENSB:bB260kuosgW19o_,304,265,350,35,34,55
ENSB:1rWzuiukDaUW5XL,ENSB:1rWzuiukDaUW5XL,175,156,187,14,12,25
ENSB:oiD4Brb_2tHWl-e,ENSB:oiD4Brb_2tHWl-e,33,20,35,6,14,2
ENSB:OtOSLmUm7iKaTJV,ENSB:OtOSLmUm7iKaTJV,6,0,8,2,14,2
ENSB:ZrYb934fFX0K-g6,ENSB:ZrYb934fFX0K-g6,30,20,16,30,40,24
ENSB:iUPERLOrLOklpHl,ENSB:iUPERLOrLOklpHl,215,213,191,460,303,354
ENSB:IorI6g_N0Lk4IoB,ENSB:IorI6g_N0Lk4IoB,72,88,81,153,126,142
ENSB:rENvsJfWVKBnLyD,ENSB:rENvsJfWVKBnLyD,2,0,0,9,0,4
ENSB:V6ynUaSvm1jqWnM,ENSB:V6ynUaSvm1jqWnM,2,0,4,8,2,8
ENSB:AtsLe9tH4Xwbt_x,ENSB:AtsLe9tH4Xwbt_x,2,6,6,39,35,36
ENSB:tZX7SJd0meKTVJ7,ENSB:tZX7SJd0meKTVJ7,302,342,506,248,218,174
ENSB:jaJrM_ycCd0Mvh9,ENSB:jaJrM_ycCd0Mvh9,0,0,0,6,2,2
ENSB:Toc3Z7UM85gvbll,ENSB:Toc3Z7UM85gvbll,0,0,0,2,8,2
ENSB:3Kqvhv-_udrYxP1,ENSB:3Kqvhv-_udrYxP1,602,556,578,662,781,662
ENSB:XVzNHlS41y8pwoD,ENSB:XVzNHlS41y8pwoD,4,4,0,2,11,14
ENSB:A6YM0dOAAeeglZn,ENSB:A6YM0dOAAeeglZn,8,2,2,0,6,8
ENSB:napqXhCCHAd8jz8,ENSB:napqXhCCHAd8jz8,0,0,0,0,0,0
ENSB:O5avlZOT_i9HUB1,ENSB:O5avlZOT_i9HUB1,8,6,6,4,2,0
ENSB:1Fh_DJvkLdJJdK-,ENSB:1Fh_DJvkLdJJdK-,2,4,0,2,2,0
ENSB:oLXvr2DWOZQ6Kiz,ENSB:oLXvr2DWOZQ6Kiz,28,20,4,32,26,34
ENSB:hEmztscQrHiFHu5,ENSB:hEmztscQrHiFHu5,270,246,286,370,388,405
ENSB:y48_1FZRC3oNPnl,ENSB:y48_1FZRC3oNPnl,2,10,4,14,8,24
ENSB:mMK--f-blWn844E,ENSB:mMK--f-blWn844E,7,4,5,6,0,8
ENSB:gfhshAaFOFDChUz,ENSB:gfhshAaFOFDChUz,6,13,18,18,28,16
ENSB:1AmbA3gb3goQKAk,ENSB:1AmbA3gb3goQKAk,10,13,8,20,14,19
ENSB:EPTgNjDFgdIxoob,ENSB:EPTgNjDFgdIxoob,47,42,44,44,34,67
ENSB:XhODmvfU-B28dEU,ENSB:XhODmvfU-B28dEU,12,22,14,34,26,20
ENSB:kbhVFkFiJegvr6r,ENSB:kbhVFkFiJegvr6r,0,0,0,2,0,2
ENSB:gsxG1LmbRie6OUG,ENSB:gsxG1LmbRie6OUG,42,30,36,64,80,72
ENSB:jgyDv863PKWgoXC,ENSB:jgyDv863PKWgoXC,20,14,24,60,78,84
ENSB:fAZCD_bk8FKXoYY,ENSB:fAZCD_bk8FKXoYY,18,40,14,46,38,40
ENSB:5cH6MIjhPJxd0FM,ENSB:5cH6MIjhPJxd0FM,12,10,4,20,16,20
ENSB:FOzSddDXVnTjT7z,ENSB:FOzSddDXVnTjT7z,8,4,18,4,6,6
ENSB:D90wOLeum2Oi4Rl,ENSB:D90wOLeum2Oi4Rl,2,12,0,2,2,0
ENSB:q-xAKjc1YOsD4en,ENSB:q-xAKjc1YOsD4en,7,8,0,12,25,22
ENSB:t2cs-DWG5Q0VheP,ENSB:t2cs-DWG5Q0VheP,11,8,14,68,58,61
ENSB:nBGhyeuwpoI0Mju,ENSB:nBGhyeuwpoI0Mju,0,0,0,0,0,0
ENSB:MjYeGWQ5k4AUGFV,ENSB:MjYeGWQ5k4AUGFV,0,0,0,0,0,0
ENSB:1ck03Ojftk_zF-Z,ENSB:1ck03Ojftk_zF-Z,0,0,0,0,0,0
ENSB:1zYptbvSZLjCI5R,ENSB:1zYptbvSZLjCI5R,2,0,0,0,0,2
ENSB:1QvMrF_ZgF5dWTi,ENSB:1QvMrF_ZgF5dWTi,0,0,0,0,0,0
ENSB:BTiD1bU8as21P_C,ENSB:BTiD1bU8as21P_C,0,0,0,0,0,2
ENSB:r-MEyd4lI_lpvko,ENSB:r-MEyd4lI_lpvko,0,6,4,0,8,8
ENSB:0B2ExpG9FLXFGlE,ENSB:0B2ExpG9FLXFGlE,21,14,29,43,40,26
ENSB:ryV4HRf960l-DZE,ENSB:ryV4HRf960l-DZE,63,52,70,129,116,126
ENSB:ZrY_dyS7i-Esp5c,ENSB:ZrY_dyS7i-Esp5c,0,6,0,0,2,4
ENSB:FCiT2VtDsRkT9DK,ENSB:FCiT2VtDsRkT9DK,2,2,2,0,0,0
ENSB:8K3auecf5M3YpIB,ENSB:8K3auecf5M3YpIB,22,14,10,33,23,16
ENSB:os_3FT3Ess507gv,ENSB:os_3FT3Ess507gv,4,0,8,17,8,8
ENSB:_Xkw8mk9VFMb7su,ENSB:_Xkw8mk9VFMb7su,0,0,4,5,6,2
ENSB:E3WhOSnXNQM5DPT,ENSB:E3WhOSnXNQM5DPT,2,4,0,4,8,6
ENSB:JFMDBOH52DEFFhC,ENSB:JFMDBOH52DEFFhC,0,2,2,14,6,20
ENSB:nSNXzGBeDnjzLHl,ENSB:nSNXzGBeDnjzLHl,16,10,24,18,10,32
ENSB:ZyGMyiAGi7z0NxO,ENSB:ZyGMyiAGi7z0NxO,0,4,4,3,4,4
ENSB:5CJHNzq5fep2JsC,ENSB:5CJHNzq5fep2JsC,6,6,0,3,2,0
ENSB:JhXp0fMNNBBoAWK,ENSB:JhXp0fMNNBBoAWK,6,4,0,0,0,0
ENSB:NK7GHJ5zMHKg7i6,ENSB:NK7GHJ5zMHKg7i6,1,0,0,0,0,0
ENSB:JIMklsJEwyeXKZD,ENSB:JIMklsJEwyeXKZD,0,0,0,0,2,0
ENSB:WjyvkCOWN_JxVyP,ENSB:WjyvkCOWN_JxVyP,58,36,18,118,126,110
ENSB:5-qAqBqbNOnYrXg,ENSB:5-qAqBqbNOnYrXg,19,14,16,29,20,25
ENSB:9jBcrg3AeWaBDzU,ENSB:9jBcrg3AeWaBDzU,12,8,6,42,31,29
ENSB:1fTMdV9B9BeBNQd,ENSB:1fTMdV9B9BeBNQd,15,8,23,40,36,44
ENSB:MoA8i7Fbl8y0-24,ENSB:MoA8i7Fbl8y0-24,36,64,37,52,42,51
ENSB:f0W4bE3If-bAZ7-,ENSB:f0W4bE3If-bAZ7-,28,19,55,36,53,31
ENSB:hJP1NUoBkGC4hqR,ENSB:hJP1NUoBkGC4hqR,16,21,21,34,36,26
ENSB:JYNMWnA00aaVHOr,ENSB:JYNMWnA00aaVHOr,0,0,0,0,0,0
ENSB:Ghee7-THJ0859ZJ,ENSB:Ghee7-THJ0859ZJ,0,2,0,3,2,3
ENSB:cmNNulJBtDDYWE2,ENSB:cmNNulJBtDDYWE2,24,14,22,32,25,36
ENSB:NtJtaYZ1g76SqKe,ENSB:NtJtaYZ1g76SqKe,0,0,0,0,0,0
ENSB:Bk74XTIKV_so0wt,ENSB:Bk74XTIKV_so0wt,34,32,32,56,16,39
ENSB:Zqp4Bp0vpnt9XZI,ENSB:Zqp4Bp0vpnt9XZI,2,0,0,0,4,0
ENSB:oGPxapio5xBUclW,ENSB:oGPxapio5xBUclW,11,7,9,38,23,45
ENSB:my6NNa_wTqpHOQD,ENSB:my6NNa_wTqpHOQD,76,97,72,132,158,125
ENSB:XtVVCM9CyGJETVJ,ENSB:XtVVCM9CyGJETVJ,145,127,173,447,356,388
ENSB:twlIEaQzKFEF32-,ENSB:twlIEaQzKFEF32-,0,0,0,0,4,0
ENSB:eTYHyFvEiA3s4io,ENSB:eTYHyFvEiA3s4io,2,0,2,2,2,2
ENSB:2MX1VC3vBafCrGZ,ENSB:2MX1VC3vBafCrGZ,14,6,18,20,8,10
ENSB:eH6IBQCHDTzumc6,ENSB:eH6IBQCHDTzumc6,2,4,5,2,4,4
ENSB:vXhJ7NdqMnxwxcN,ENSB:vXhJ7NdqMnxwxcN,36,34,20,23,37,35
ENSB:WbW0nanN240_iEH,ENSB:WbW0nanN240_iEH,143,198,161,271,238,263
ENSB:eseLZCIh3ypNymR,ENSB:eseLZCIh3ypNymR,827,896,918,460,429,413
ENSB:AQk4hS-hMwpz4KL,ENSB:AQk4hS-hMwpz4KL,2477,2501,2059,1055,1210,1150
ENSB:jpsXN64IOvt1-Ti,ENSB:jpsXN64IOvt1-Ti,31,36,46,39,54,35
